job_id,company,title,posted_at,deadline,status,job_category,is_intern,education,career_min_months,career_max_months,certificates,major,foreign_lang_test,foreign_lang_score,computer_skill
148,경북대학교치과병원,2026년 제3차 신규직원(원무직) 채용 공고,2026.07.02,2026.07.16,진행중,사무행정,False,학사,12,36,,전공무관,,,무관
149,대한적십자사,서울적십자병원 계약직 조리원 신규채용 공고,2026.07.02,2026.07.18,진행중,공무기능,False,전문학사,0,0,,전공무관,,,무관
150,대한적십자사,서울적십자병원 정규직 조리원 신규채용 공고,2026.07.02,2026.07.18,진행중,공무기능,False,학력무관,0,0,,전공무관,,,무관
151,대한적십자사,서울적십자병원 계약직 응급구조사 신규채용 공고,2026.07.02,2026.07.18,진행중,의료보건,False,학사,0,0,"응급구조사,방사선사",임상병리학과,,,무관
152,대한적십자사,서울적십자병원 계약직 간호사(내과전담) 신규채용 공고,2026.07.02,2026.07.18,진행중,의료보건,False,전문학사,12,36,물리치료사,보건행정학과,,,무관
153,충남대학교병원,[대전] 2026년 7월 충남대학교병원 원무직(취사)_ 업무지원직(보조원) 공개채용 공고,2026.07.02,2026.07.16,진행중,사무행정,False,학력무관,0,0,"컴퓨터활용능력 2급,컴퓨터활용능력 1급",전공무관,TOEIC Speaking,800,필요
154,국립공원공단,[월악산] 2026년 월악산국립공원사무소 한시인력(국립공원지킴이) 직원 2차 채용,2026.07.02,2026.07.13,진행중,공무기능,False,학력무관,0,0,조리사,전공무관,,,필요
155,충남대학교병원,[대전] 2026년 7월 계약직(장애인) 수납안내_ 외곽청소_ 주차통제 채용공고,2026.07.02,2026.07.16,진행중,공무기능,False,학력무관,0,0,,전공무관,,,무관
156,국립중앙의료원,의사직 및 계약직 전문의 채용 공고(정신건강의학과_ 소아청소년과_ 모자의료전원전담팀),2026.07.02,2026.07.17,진행중,의료보건,False,학사,0,0,임상병리사,전공무관,OPIc,750,무관
157,학교법인한국폴리텍,한국폴리텍대학 남인천캠퍼스 업무직(대학운영직-조리원) 채용 4차 공고 ,2026.07.02,2026.07.20,진행중,공무기능,False,학력무관,24,48,,전공무관,,,무관
158,국립공원공단,[지리산생태탐방원] 2026년 지리산생태탐방원 국립공원지킴이 모집(4차) 공고,2026.07.02,2026.07.14,진행중,공무기능,False,고졸,0,0,,전공무관,,,무관
159,대외경제정책연구원,대외경제정책연구원(KIEP) 임시직 연구원급 채용공고 (APEC연구컨소시엄사무국),2026.07.02,2026.07.16,진행중,연구전문,False,학사,12,36,,관련 전공(공고별 상이),,,무관
160,국립중앙의료원,계약직 전문의 채용 재공고(감염병병원설립기획팀),2026.07.02,2026.07.13,진행중,의료보건,False,전문학사,12,36,간호사,전공무관,,,무관
161,선박해양플랜트연구소,2026년 상반기 체험형 청년인턴(인턴행정원) 공개채용,2026.07.02,2026.07.20,진행중,사무행정,True,학사,0,0,,전공무관,,,무관
162,선박해양플랜트연구소,계약직연구원(육아휴직 대체인력) 공개채용,2026.07.02,2026.07.20,진행중,연구전문,False,석사,0,0,,관련 전공(공고별 상이),,,필요
163,국립공원공단,[가야산생태탐방원] 2026년 가야산생태탐방원 국립공원지킴이-6차 채용,2026.07.02,2026.07.13,진행중,공무기능,False,전문학사,0,0,,전공무관,,,무관
164,한국원자력의학원,한국원자력의학원 별정직 정기공개채용 (제2026-4기),2026.07.02,2026.07.17,진행중,기타,False,전문학사,36,60,,전공무관,,,무관
165,선박해양플랜트연구소,2026년 상반기 비정규직(연수연구원_ 계약직연구(기능)원) 공개채용,2026.07.02,2026.07.20,진행중,연구전문,False,석사,12,36,,관련 전공(공고별 상이),,,무관
166,서울대학교치과병원,서울대학교치과병원 기간제근무자(보건직_ 간호직) 채용 공고,2026.07.02,2026.07.16,진행중,의료보건,False,학사,36,60,약사,보건행정학과,,,무관
167,서울대학교치과병원,서울대학교치과병원 기간제근무자(병동간호조무사) 채용 공고,2026.07.02,2026.07.16,진행중,의료보건,False,학사,36,60,간호사,전공무관,,,무관
168,주택관리공단(주),체험형 인턴 채용공고(주택관리공단 강원지사),2026.07.02,2026.07.09,진행중,사무행정,True,학사,0,12,,전공무관,,,무관
169,한국산업단지공단,개방형 계약직(M.AX표준·인증센터장) 채용 공고,2026.07.02,2026.07.17,진행중,기타,False,학사,36,60,,전공무관,,,무관
170,대구경북첨단의료산업진흥재단,대구경북첨단의료산업진흥재단 2026년 제2차 정원외 계약직원 채용공고,2026.07.02,2026.07.19,진행중,기타,False,전문학사,0,0,,전공무관,,,필요
171,근로복지공단,[순천병원] 의료직(산업위생사) 채용 공고,2026.07.02,2026.07.13,진행중,의료보건,False,학사,12,36,요양보호사,전공무관,TOEIC Speaking,750,무관
172,근로복지공단,[대구지역본부] 공무직(시설방호원) 채용 공고,2026.07.02,2026.07.09,진행중,기술설비,False,전문학사,0,0,,전공무관,,,필요
173,한국기술교육대학교,한국기술교육대학교 대학혁신지원사업 연구원 채용,2026.07.02,2026.07.16,진행중,연구전문,False,학사,0,0,,관련 전공(공고별 상이),TOEFL,750,무관
174,근로복지공단,[대구지역본부] 청년(체험형)인턴 채용 공고,2026.07.02,2026.07.09,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
175,국토연구원,국토연구원 2026년 제7차 위촉직(기간제) 공개채용,2026.07.02,2026.07.16,진행중,연구전문,False,학사,12,36,,관련 전공(공고별 상이),TOEFL,800,필요
176,한국환경공단,한국환경공단 부산울산경남환경본부 수탁폐수전자인계인수관리시스템 운영 기간제근로자(촉탁라급) 채용공고(2차),2026.07.02,2026.07.16,진행중,IT전산,False,학사,36,72,,전공무관,,,필요
177,주택관리공단(주),채용형 인턴 채용공고(주택관리공단 대구경북지사),2026.07.02,2026.07.09,진행중,사무행정,True,학사,0,0,,전공무관,,,무관
178,국민연금공단,국민연금공단 언론홍보전문가(전문계약직) 공개채용,2026.07.02,2026.07.16,진행중,기타,False,전문학사,0,0,,전공무관,,,무관
179,한전KDN,한전KDN(주) 부산본부 배전자동화 업무보조 비정규직 모집공고,2026.07.02,2026.07.16,진행중,공무기능,False,학력무관,0,0,지게차운전기능사,전공무관,,,무관
180,한전KDN,한전KDN(주) 울산지사 AMI 단순정비 작업원 모집공고,2026.07.02,2026.07.16,진행중,기술설비,False,전문학사,0,0,산업안전기사,건축공학과,,,무관
181,한국보훈복지의료공단,[대전보훈병원] 정규직(업무지원직(완화의료)) 및 계약직(일반기능직(행정)) 채용,2026.07.02,2026.07.16,진행중,공무기능,False,학력무관,0,0,,전공무관,,,무관
182,국립중앙의료원,계약직 간호사(모자의료전원전담팀) 채용 공고,2026.07.01,2026.07.13,진행중,의료보건,False,학사,0,0,간호사,임상병리학과,,,무관
183,국립공원공단,[월악산] 2026년 월악산국립공원사무소 한시인력(수익시설) 직원 채용,2026.07.01,2026.07.13,진행중,기술설비,False,학사,36,60,,기계공학과,,,필요
184,국립공원공단,[월악산] 2026년 월악산국립공원사무소 한시인력(환경관리) 직원 채용,2026.07.01,2026.07.13,진행중,기술설비,False,고졸,36,60,"정보통신기사,토목기사",토목공학과,,,무관
185,한국체육산업개발(주),한국체육산업개발(주) 지원직 채용공고,2026.07.01,2026.07.15,진행중,기타,False,전문학사,36,60,,전공무관,,,무관
186,북한이탈주민지원재단,2026년도 북한이탈주민지원재단 블라인드 NCS 기반 2차 신규채용 공고,2026.07.01,2026.07.16,진행중,기타,False,학력무관,0,0,,전공무관,,,무관
187,한국교통안전공단,2026년 제3차 한국교통안전공단 전북본부 기간제근로자(청년인턴_ 실무원) 채용공고,2026.07.01,2026.07.17,진행중,기술설비,True,학사,0,0,,전공무관,,,무관
188,한국체육산업개발(주),한국체육산업개발(주) 전임직 채용공고,2026.07.01,2026.07.15,진행중,기타,False,학력무관,0,0,,전공무관,,,무관
189,한국해외인프라도시개발지원공사,2026년 하반기 한국해외인프라도시개발지원공사(KIND) 직원(정규직/계약직) 채용공고,2026.07.01,2026.07.15,진행중,기타,False,학력무관,12,36,,전공무관,,,무관
190,(재)우체국물류지원단,우체국물류지원단 경인지사 안양_부평물류사업소 (일용직_우편물 구분) 채용 공고,2026.07.01,2026.07.31,진행중,기타,False,학사,12,36,,전공무관,TOEIC Speaking,700,무관
191,국립공원공단,[북한산도봉] 2026년 기간제(녹색순찰대) 직원 채용(4차) 공고,2026.07.01,2026.07.13,진행중,기타,False,고졸,36,60,,전공무관,,,무관
192,(재)우체국물류지원단,우체국물류지원단 서울지사 동서물류사업소 기간제(일용직_우편물 구분) 채용 공고,2026.07.01,2026.07.31,진행중,기타,False,학사,36,60,,전공무관,TOEIC Speaking,600,무관
193,근로복지공단,[순천병원] 청년(체험형)인턴 채용 공고,2026.07.01,2026.07.08,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
194,근로복지공단,[태백병원] 별정직 의사(내과 또는 가정의학과) 채용 공고,2026.07.01,2026.07.13,진행중,의료보건,False,학사,0,0,물리치료사,약학과,TOEIC,800,무관
195,근로복지공단,[태백병원] 청년(체험형)인턴 채용 공고,2026.07.01,2026.07.13,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
196,근로복지공단,[대전병원] 기간제(조리사) 채용 공고,2026.07.01,2026.07.13,진행중,공무기능,False,고졸,0,0,,전공무관,,,무관
197,근로복지공단,[대전병원] 장애전형 청년(체험형)인턴 채용 공고,2026.07.01,2026.07.13,진행중,기타,True,학사,0,0,,전공무관,,,무관
198,근로복지공단,[창원지사] 기간제(사무원) 채용 공고,2026.07.01,2026.07.08,진행중,사무행정,False,학력무관,0,0,컴퓨터활용능력 1급,전공무관,,,무관
199,근로복지공단,[대전병원] 별정직 의사(직업환경의학과) 채용 공고,2026.07.01,2026.07.13,진행중,의료보건,False,학사,12,36,약사,약학과,,,무관
200,한국교통안전공단,2026년 제3차 한국교통안전공단 건설기계인증처 기간제근로자 채용공고,2026.07.01,2026.07.17,진행중,기술설비,False,학력무관,12,36,전기기사,전기공학과,,,무관
201,한국교통안전공단,한국교통안전공단 결함조사본부 기간제근로자 채용(2026-3),2026.07.01,2026.07.17,진행중,기술설비,False,학사,12,36,"산업안전기사,기계정비산업기사",전공무관,,,필요
202,한국보훈복지의료공단,[전주보훈요양원] 장애인 청년인턴 채용 공고,2026.07.01,2026.07.13,진행중,기타,True,전문학사,0,0,,전공무관,,,무관
203,한국수자원공사,[한국수자원공사] K-water연구원 물에너지연구소 실무직(기술관리_전문기술) 채용 공고,2026.07.01,2026.07.15,진행중,연구전문,False,학사,12,36,,전공무관,,,무관
204,정보통신정책연구원,2026년도 무기계약직 직원(환경미화원) 공개 채용,2026.07.01,2026.07.16,진행중,기술설비,False,학사,36,60,토목기사,전공무관,,,무관
205,한국교통안전공단,2026년 제3차 한국교통안전공단 자동차정보처 기간제근로자(청년인턴_장애) 채용공고,2026.07.01,2026.07.17,진행중,기술설비,True,전문학사,0,0,,전공무관,,,무관
206,한국수자원공사,[한국수자원공사] 2026년 사회형평 체험형 인턴(장애인) 채용공고,2026.07.01,2026.07.15,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
207,한국국제협력단,제29기 KOICA 청년인턴(홍보분야) 모집 공고,2026.07.01,2026.07.22,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
208,한국법무보호복지공단,2026년 한국법무보호복지공단 경기동부지소 취업지원직(육아휴직대체직) 경력경쟁채용시험 공고,2026.07.01,2026.07.16,진행중,상담복지,False,학사,12,36,사회복지사 1급,아동학과,,,무관
209,한국수자원공사,[한국수자원공사] 전남북부권지사 실무직(사무관리_고객관리) 채용 공고(자립준비청년 제한경쟁),2026.07.01,2026.07.15,진행중,사무행정,False,학력무관,0,0,,경영학과,,,필요
210,한국개발연구원, 2026년 3분기 1차 KDI 위촉직원(대체인력) 채용 공고(연구직),2026.07.01,2026.07.15,진행중,연구전문,False,학사,12,36,,관련 전공(공고별 상이),TOEIC,700,무관
211,한국항공우주연구원,2026년도 2분기 별정직(사내변호사) 채용 3차 공고,2026.07.01,2026.07.03,마감,기타,False,학력무관,0,0,,전공무관,,,무관
212,충남대학교병원,[세종] 2026년 7월 비정규직(계약직_ 업무지원계약직_ 보조금계약직) 직원 채용공고,2026.07.01,2026.07.15,진행중,기타,False,학력무관,12,36,,전공무관,,,필요
213,한국교통안전공단,2026년 제3차 한국교통안전공단 미래차연구처 기간제근로자 채용 공고,2026.07.01,2026.07.17,진행중,기술설비,False,고졸,0,0,,전공무관,,,무관
214,학교법인한국폴리텍,한국폴리텍대학 진주캠퍼스 청년인턴(일반) 채용 공고,2026.07.01,2026.07.09,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
215,충남대학교병원,[대전] 충남대학교병원 2026년 7월 보조금직원 채용공고【채용분야 : 공고참고】,2026.07.01,2026.07.15,진행중,기타,False,고졸,12,36,,전공무관,,,필요
216,충남대학교병원,[대전] 충남대학교병원 2026년 7월 계약직 직원 채용공고【채용분야 : 공고참고】,2026.07.01,2026.07.15,진행중,기타,False,학사,12,36,,전공무관,TOEIC Speaking,650,무관
217,학교법인한국폴리텍,한국폴리텍대학 반도체융합캠퍼스 행정지원직(휴직대체) 채용 공고,2026.07.01,2026.07.09,진행중,사무행정,False,전문학사,0,0,,회계학과,OPIc,600,무관
218,한국행정연구원,2026년도 제3차 직원 채용공고,2026.07.01,2026.07.15,진행중,기타,False,고졸,12,36,,전공무관,,,필요
219,한국교통안전공단,2026년 제3차 한국교통안전공단 첨단자동차검사연구센터 첨단연구개발처 기간제근로자 채용공고,2026.07.01,2026.07.17,진행중,기술설비,False,학사,0,0,정보통신기사,전기공학과,,,무관
220,한국교통안전공단,2026년 제3차 한국교통안전공단 모빌리티교통안전본부 모빌리티연구처 기간제근로자 채용공고,2026.07.01,2026.07.17,진행중,기술설비,False,학사,36,60,,전기공학과,,,무관
221,한국수자원공사,[한국수자원공사] 물환경관리처 실무직(수질분석) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,학사,36,60,"토목기사,기계정비산업기사",전공무관,,,무관
222,한국수자원공사,[한국수자원공사] 물환경관리처 실무직(수질분석_ 바이러스 및 원생동물 분야) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,전문학사,0,0,전기기사,건축공학과,,,무관
223,한국교통안전공단,2026년 제3차 한국교통안전공단 항공안전실 기간제근로자 채용공고,2026.07.01,2026.07.17,진행중,기술설비,False,전문학사,0,0,,건축공학과,,,필요
224,한국수자원공사,[한국수자원공사] 시화조력관리단 실무직(기술관리_설비운영) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,학사,0,0,,토목공학과,,,무관
225,한국수자원공사,[한국수자원공사] 물종합진단처 실무직(기술관리_전문기술) 채용 공고,2026.07.01,2026.07.15,진행중,사무행정,False,학사,36,60,,전공무관,,,무관
226,한국교통안전공단,2026년 제3차 한국교통안전공단 안전기준국제화센터 기간제근로자 채용공고,2026.07.01,2026.07.17,진행중,기술설비,False,학사,36,60,기계정비산업기사,전공무관,,,필요
227,한국수자원공사,[한국수자원공사] 안동권지사 실무직(기술관리_댐부대시설관리) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,학사,0,0,정보통신기사,토목공학과,OPIc,800,무관
228,한국수자원공사,[한국수자원공사] 구미권지사 실무직(기술관리_설비운영(배출수처리시설)) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,전문학사,36,60,,토목공학과,,,무관
229,한국수자원공사,[한국수자원공사] 밀양권지사 실무직(기술관리_설비운영(병물공장)) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,학사,36,60,토목기사,전기공학과,,,무관
230,한국수자원공사,[한국수자원공사] 합천댐지사 실무직(사무관리_고객관리) 채용 공고(자립준비청년 제한채용),2026.07.01,2026.07.15,진행중,사무행정,False,학사,36,60,MOS,전공무관,,,무관
231,한국수자원공사,[한국수자원공사] 안동권지사 실무직(사무관리_고객관리) 채용 공고(자립준비청년 제한채용),2026.07.01,2026.07.15,진행중,사무행정,False,학사,12,36,컴퓨터활용능력 1급,전공무관,TOEIC Speaking,750,무관
232,한국수자원공사,[한국수자원공사] 부산울산경남지역협력단 실무직(수질분석_수질검사) 채용 공고,2026.07.01,2026.07.15,진행중,기타,False,학사,0,0,,전공무관,,,무관
233,한국수자원공사,[한국수자원공사] 낙동강유역관리처 실무직(수질분석_수질검사) 채용 공고,2026.07.01,2026.07.15,진행중,사무행정,False,전문학사,12,36,,전공무관,,,필요
234,한국문화관광연구원,한국문화관광연구원 2026년 청년인턴 채용(7.15. 접수마감),2026.07.01,2026.07.15,진행중,연구전문,True,학력무관,0,0,,전공무관,,,무관
235,한국문화관광연구원,한국문화관광연구원 지역관광개발관리센터 및 데이터정책본부 휴직대체인력 채용(7.15.접수마감),2026.07.01,2026.07.15,진행중,IT전산,False,학력무관,36,72,,전공무관,,,필요
236,학교법인한국폴리텍,한국폴리텍대학 성남캠퍼스 청년 인턴(중장년특화 및 AX과정) 채용 공고,2026.07.01,2026.07.10,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
237,학교법인한국폴리텍,한국폴리텍대학 성남캠퍼스 체험형 청년인턴(일반) 채용 공고,2026.07.01,2026.07.10,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
238,한국발명진흥회,2026년 제1차 한국발명진흥회 공무직 채용,2026.07.01,2026.07.15,진행중,공무기능,False,고졸,0,0,,전공무관,,,무관
239,태권도진흥재단,(수정) (공고취소) 2026년 국립태권도박물관 아카이브 자료 관리 보조인력 채용 공고,2026.07.01,2026.07.07,마감,사무행정,False,학사,36,60,"컴퓨터활용능력 2급,컴퓨터활용능력 1급",전공무관,,,필요
240,한국기술교육대학교,한국기술교육대학교 직업능력심사평가원 대체인력 채용(4차) 공고,2026.07.01,2026.07.15,진행중,교육교원,False,석사,12,36,교원자격증,해당 교과 전공,,,무관
241,한국발명진흥회,2026년 제3차 한국발명진흥회 임시계약직 채용,2026.07.01,2026.07.15,진행중,기타,False,학력무관,36,60,,전공무관,,,무관
242,한국교통안전공단,2026년 제3차 한국교통안전공단 시흥드론교육센터 기간제근로자 채용공고,2026.07.01,2026.07.17,진행중,기술설비,False,학사,0,0,"전기기사,산업안전기사",기계공학과,,,무관
243,한국환경보전원,2026년 환경교육지원처 기간제(교육행정)직원 채용 공고,2026.07.01,2026.07.07,마감,교육교원,False,학사,36,72,교원자격증,해당 교과 전공,OPIc,800,무관
244,한국수자원공사,[한국수자원공사] 경기동남권지사 및 충주수도지사 실무직(기술관리_설비운영) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,전문학사,0,0,,건축공학과,,,무관
245,학교법인한국폴리텍,한국폴리텍대학 창원캠퍼스 무기계약직원(조리원) 채용 공고,2026.07.01,2026.07.09,진행중,기술설비,False,학사,0,0,산업안전기사,기계공학과,,,무관
246,한국수자원공사,[한국수자원공사] 경기서남권지사 실무직(사무관리_고객관리) 채용 공고(자립준비청년 제한채용),2026.07.01,2026.07.15,진행중,사무행정,False,학사,0,0,,행정학과,,,무관
247,주택관리공단(주),체험형 인턴 채용공고(주택관리공단 충북지사),2026.07.01,2026.07.15,진행중,사무행정,True,학사,0,0,,전공무관,,,무관
248,주택관리공단(주),채용형 인턴 채용공고(주택관리공단 충북지사),2026.07.01,2026.07.08,진행중,사무행정,True,전문학사,0,0,,전공무관,,,무관
249,한전KPS(주),새울2시운전사업소 새울 3_4호기 시운전정비공사 단기노무원(정비보조원) 채용공고,2026.07.01,2026.07.03,마감,기술설비,False,학력무관,0,0,건축기사,전기공학과,,,무관
250,서울대학교병원,진료교수요원 공개채용,2026.07.01,2026.07.09,진행중,교육교원,False,학사,12,36,교원자격증,전공무관,,,무관
251,건강보험심사평가원,건강보험심사평가원 상근심사위원 채용 공고,2026.07.01,2026.07.15,진행중,기타,False,학사,12,36,,전공무관,,,무관
252,한국수자원공사,[한국수자원공사] 대청댐지사 실무직(기술관리_댐부대시설관리) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,학력무관,12,36,,전기공학과,,,무관
253,한국수자원공사,[한국수자원공사] 아산권지사 실무직(기술관리_수탁운영(지방상수도 시설운영)) 채용 공고,2026.07.01,2026.07.15,진행중,기술설비,False,학력무관,0,0,토목기사,전공무관,,,무관
254,한국수자원공사,[한국수자원공사] 금강유역관리처 실무직(수질분석_수질검사(먹는물검사소_ 이화학·미생물분야)) 채용 공고,2026.07.01,2026.07.15,진행중,사무행정,False,전문학사,0,0,전산회계,전공무관,,,필요
255,한전KPS(주),한전KPS(주) 보령사업처 제 26-12차 단기노무원 채용 공고(장애인),2026.07.01,2026.07.03,마감,공무기능,False,학력무관,0,0,조리사,전공무관,,,무관
256,한국나노기술원,2026년 4차 계약직(육아휴직 대체) 채용 공고,2026.07.01,2026.07.08,진행중,기타,False,고졸,36,60,,전공무관,,,무관
257,분당서울대학교병원,분당서울대학교병원 진료전문의(소아청소년과_당직전담) 채용 공고,2026.07.01,2026.07.10,진행중,의료보건,False,전문학사,0,0,"물리치료사,약사",전공무관,,,무관
258,한전KDN,한전KDN(주) 강원사업처 강릉지사 AMI분야 작업원 모집공고,2026.07.01,2026.07.17,진행중,공무기능,False,학력무관,0,0,지게차운전기능사,전공무관,,,무관
259,분당서울대학교병원,분당서울대학교병원 진료교수요원(입원전담진료센터_순환기내과_소아청소년과_안과) 채용공고,2026.07.01,2026.07.10,진행중,공무기능,False,고졸,0,0,,전공무관,,,무관
260,국립공원공단,[지리산경남] 지리산국립공원경남사무소 여름성수기 한시인력(환경관리) 직원 일반 및 제한경쟁(장애인) 채용 공고,2026.06.30,2026.07.06,마감,기술설비,False,학사,36,60,산업안전기사,전공무관,,,무관
261,국립공원공단,[지리산경남] 지리산국립공원경남사무소 여름성수기 한시인력(수익시설) 직원 일반 및 제한경쟁(장애인) 채용 공고,2026.06.30,2026.07.06,마감,기술설비,False,학사,0,0,"산업안전기사,건축기사",전공무관,,,무관
262,건축공간연구원,건축공간연구원 위촉직 모집,2026.06.30,2026.07.15,진행중,연구전문,False,학사,12,36,,전공무관,,,무관
263,한국지식재산보호원,[한국지식재산보호원] 2026년도 제6차 인력채용,2026.06.30,2026.07.15,진행중,기타,False,고졸,12,36,,전공무관,,,무관
264,한국교육과정평가원,2026년 8월 한국교육과정평가원 비정규직원 모집 공고,2026.06.30,2026.07.10,진행중,교육교원,False,석사,36,72,,해당 교과 전공,TOEIC,650,필요
265,한국보건사회연구원,한국보건사회연구원 계약직 채용 공고(6월 4주차_보건의료정책분야),2026.06.30,2026.07.15,진행중,의료보건,False,전문학사,0,0,응급구조사,전공무관,,,무관
266,근로복지공단,[동해병원] 기간제 의사(응급실전담의) 채용 공고,2026.06.30,2026.07.07,마감,의료보건,False,학사,12,36,요양보호사,물리치료학과,,,무관
267,근로복지공단,[동해병원] 기간제 의사(진단검사의학과 또는 병리과) 채용 공고,2026.06.30,2026.07.07,마감,의료보건,False,석사,0,0,요양보호사,전공무관,,,무관
268,한국재정정보원,한국재정정보원 2026년도 제4차 채용(정규직_ 기간제근로자_ 체험형 청년인턴),2026.06.30,2026.07.15,진행중,기타,True,학력무관,0,12,,전공무관,,,무관
269,한국교통안전공단,2026년 제3차 한국교통안전공단 자격교육처 기간제근로자 채용공고,2026.06.30,2026.07.17,진행중,기술설비,False,학력무관,36,60,,전공무관,,,무관
270,한국보건사회연구원,한국보건사회연구원 계약직 채용 공고(기록물관리분야),2026.06.30,2026.07.15,진행중,의료보건,False,학사,12,36,,전공무관,,,무관
271,한국교통안전공단,2026년 제3차 한국교통안전공단 화성드론자격센터 기간제근로자 채용공고,2026.06.30,2026.07.17,진행중,기술설비,False,전문학사,36,60,기계정비산업기사,건축공학과,,,필요
272,한국교통안전공단,2026년 제3차 한국교통안전공단 안전연구처 기간제근로자 채용 공고,2026.06.30,2026.07.17,진행중,기술설비,False,학력무관,12,36,,건축공학과,,,무관
273,한국산업기술기획평가원,2026년 체험형 청년인턴(일반_ 자립준비청년) 채용공고,2026.06.30,2026.07.16,진행중,기타,True,학력무관,0,0,,전공무관,,,무관
274,한국농업기술진흥원,2026년 안전보안실 일반계약직(환경미화) 채용 공고,2026.06.30,2026.07.15,진행중,기술설비,False,학사,12,36,토목기사,토목공학과,,,무관
275,한국산업기술기획평가원,2026년 하반기 관리운영직(미화) 신입직원 및 대체인력(일반직) 채용공고,2026.06.30,2026.07.16,진행중,공무기능,False,학력무관,0,0,,전공무관,,,무관
276,한국교통안전공단,2026년 제3차 한국교통안전공단 부산본부 기간제근로자(청년인턴_실무원) 채용공고,2026.06.30,2026.07.17,진행중,기술설비,True,학사,0,0,,전공무관,,,무관
277,충남대학교병원,[세종] 2026년 7월 업무지원직 직원 채용공고,2026.06.30,2026.07.14,진행중,기타,False,학사,0,0,,전공무관,,,무관
278,한국석유관리원,한국석유관리원 장애인 기간제 직원 채용공고[재택근무형 행정보조],2026.06.30,2026.07.15,진행중,사무행정,False,학사,36,60,,경영학과,,,필요
279,국립공원공단,[태안] 2026년 태안해안 기간제[한시인력(수익시설)] 직원 채용,2026.06.30,2026.07.06,마감,기술설비,False,학사,36,60,건축기사,전공무관,TOEIC,700,무관
280,국립공원공단,[태안] 2026년 태안해안 기간제[한시인력_환경관리(해양)] 직원 채용,2026.06.30,2026.07.06,마감,기술설비,False,학력무관,12,36,"산업안전기사,토목기사",전기공학과,,,무관
281,한국교통안전공단,2026년 제3차 한국교통안전공단 제주본부 기간제근로자 채용공고,2026.06.30,2026.07.17,진행중,기술설비,False,학사,36,60,건축기사,전공무관,,,필요
282,국립공원공단,[태안] 2026년 태안해안 한시인력[수상안전관리반(해변안전순찰요원)] 직원 채용,2026.06.30,2026.07.06,마감,기술설비,False,학사,36,60,,전공무관,,,무관
283,분당서울대학교병원,분당서울대학교병원 신입(사무직) 직원 채용공고,2026.06.30,2026.07.10,진행중,사무행정,False,전문학사,0,0,전산회계,전공무관,,,필요
284,한전KDN,한전KDN(주) 진주지사 배전분야 비정규직 모집공고(재공고),2026.06.30,2026.07.13,진행중,공무기능,False,학력무관,0,0,,전공무관,,,무관
285,한국교통안전공단,2026년 제3차 한국교통안전공단 광주전남본부 기간제근로자 채용공고,2026.06.30,2026.07.17,진행중,기술설비,False,전문학사,12,36,정보통신기사,전공무관,,,무관
286,한국교통안전공단,2026년 제3차 한국교통안전공단 경기남부본부 기간제근로자 채용공고,2026.06.30,2026.07.17,진행중,기술설비,False,전문학사,0,0,,기계공학과,,,필요
287,한국장애인고용공단,[한국장애인고용공단 경기지역본부] 기간제 대체근로자(체험형 청년인턴) 채용 공고,2026.06.30,2026.07.07,마감,기타,True,학력무관,0,0,,전공무관,,,무관
288,대한적십자사,[강원혈액원] 2026년 초단시간 간호사 채용 공고,2026.06.30,2026.07.15,진행중,의료보건,False,학사,0,0,임상병리사,전공무관,,,무관
289,대한적십자사,[강원혈액원] 2026년 대체인력(운전원) 채용 공고,2026.06.30,2026.07.15,진행중,공무기능,False,고졸,0,0,,전공무관,,,무관
290,학교법인한국폴리텍,한국폴리텍대학 반도체융합캠퍼스 업무직(대학운영직_전기원) 채용 공고,2026.06.30,2026.07.08,진행중,기술설비,False,고졸,36,60,,기계공학과,,,무관
291,한국교통안전공단,2026년 제3차 한국교통안전공단 울산본부 기간제근로자 채용공고,2026.06.30,2026.07.17,진행중,기술설비,False,전문학사,12,36,,토목공학과,,,무관
292,한국보훈복지의료공단,[인천보훈병원] 2026-9차 직원[약무직_ 업무지원직(급식)] 공개채용,2026.06.30,2026.07.14,진행중,의료보건,False,학사,0,0,응급구조사,간호학과,,,무관
293,한국교통안전공단,2026년 제3차 한국교통안전공단 경기북부본부 기간제근로자 채용공고,2026.06.30,2026.07.17,진행중,기술설비,False,학사,12,36,전기기사,전공무관,,,무관
