posting_version_id,posting_id,snapshot_id,title,career_label_raw,edu_label_raw,entry_label_raw,entry_label,posted_at,closed_at,dataset_version
pv_demo_game_client_06,dp_game_client_06,snap_demo_game_client_06,온라인 게임 클라이언트 개발 신입 채용,신입,대졸 이상,신입,entry_junior,2026-05-14T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_07,dp_game_client_07,snap_demo_game_client_07,모바일 게임 클라이언트 개발 신입,신입·주니어,학력 무관,신입 지원 가능,entry_junior,2026-04-21T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_08,dp_game_client_08,snap_demo_game_client_08,클라우드 게임 스트리밍 클라이언트 개발 (경력),경력 3년 이상,대졸 이상,경력,experienced,2026-03-17T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_09,dp_game_client_09,snap_demo_game_client_09,게이미피케이션 콘텐츠 클라이언트 개발 (경력),경력 3년 이상,대졸 이상,경력,experienced,2026-02-05T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_10,dp_game_client_10,snap_demo_game_client_10,인터랙티브 콘텐츠 클라이언트 개발,경력 3년 이상,학력 무관,경력,experienced,2024-03-12T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_11,dp_game_client_11,snap_demo_game_client_11,웹 미니게임 클라이언트 주니어,신입~3년,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2024-06-18T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_12,dp_game_client_12,snap_demo_game_client_12,메타버스 협업 클라이언트 개발,경력 3년 이상,학력 무관,경력,experienced,2024-10-29T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_13,dp_game_client_13,snap_demo_game_client_13,금융 앱 게이미피케이션 클라이언트 신입,신입~3년,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2025-02-11T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_14,dp_game_client_14,snap_demo_game_client_14,산업용 시뮬레이션 클라이언트 개발,경력 3년 이상,학력 무관,경력,experienced,2025-07-15T10:00:00+09:00,\N,ds_demo_v1
pv_demo_game_client_15,dp_game_client_15,snap_demo_game_client_15,온라인 게임 클라이언트 개발 신입,신입~3년,"대졸 이상(2,3년제 포함)",신입·주니어,entry_junior,2025-11-18T10:00:00+09:00,\N,ds_demo_v1
