profile_id,capability_id,taxonomy_version_id,scope_level,scope_id,entry_segment,period_id,depth_distribution,expected_depth,sample_size,evidence_support,confidence,analysis_version
cdp_demo_frontend_ui-implementation_startup_all,cap_frontend_ui-implementation,tx_demo_frontend,cluster,startup,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_startup_entry_junior,cap_frontend_ui-implementation,tx_demo_frontend,cluster,startup,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 2}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_b2b_saas_all,cap_frontend_ui-implementation,tx_demo_frontend,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_fintech_finance_all,cap_frontend_ui-implementation,tx_demo_frontend,cluster,fintech_finance,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_fintech_finance_entry_junior,cap_frontend_ui-implementation,tx_demo_frontend,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_si_enterprise_all,cap_frontend_ui-implementation,tx_demo_frontend,cluster,si_enterprise,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_si_enterprise_entry_junior,cap_frontend_ui-implementation,tx_demo_frontend,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_game_all,cap_frontend_ui-implementation,tx_demo_frontend,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_ui-implementation_game_entry_junior,cap_frontend_ui-implementation,tx_demo_frontend,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_frontend_react-component"", ""dim_frontend_css-architecture""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_overall_all,cap_frontend_state-data-flow,tx_demo_frontend,overall,frontend,all,y2026,"{""foundation"": 7, ""application"": 4, ""tradeoff"": 7}",tradeoff,18,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 18}",0.85000,an_demo_frontend
cdp_demo_frontend_state-data-flow_overall_entry_junior,cap_frontend_state-data-flow,tx_demo_frontend,overall,frontend,entry_junior,y2026,"{""foundation"": 4, ""application"": 3, ""tradeoff"": 3}",foundation,10,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 10}",0.85000,an_demo_frontend
cdp_demo_frontend_state-data-flow_bigtech_platform_all,cap_frontend_state-data-flow,tx_demo_frontend,cluster,bigtech_platform,all,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_bigtech_platform_entry_junior,cap_frontend_state-data-flow,tx_demo_frontend,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_startup_all,cap_frontend_state-data-flow,tx_demo_frontend,cluster,startup,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_startup_entry_junior,cap_frontend_state-data-flow,tx_demo_frontend,cluster,startup,entry_junior,y2026,"{""foundation"": 2, ""application"": 0, ""tradeoff"": 0}",foundation,2,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 2}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_b2b_saas_all,cap_frontend_state-data-flow,tx_demo_frontend,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_fintech_finance_all,cap_frontend_state-data-flow,tx_demo_frontend,cluster,fintech_finance,all,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_fintech_finance_entry_junior,cap_frontend_state-data-flow,tx_demo_frontend,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_si_enterprise_all,cap_frontend_state-data-flow,tx_demo_frontend,cluster,si_enterprise,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_si_enterprise_entry_junior,cap_frontend_state-data-flow,tx_demo_frontend,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 0}",foundation,1,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_game_all,cap_frontend_state-data-flow,tx_demo_frontend,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_state-data-flow_game_entry_junior,cap_frontend_state-data-flow,tx_demo_frontend,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_frontend_typescript-typing"", ""dim_frontend_state-management""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_overall_all,cap_frontend_experience-quality,tx_demo_frontend,overall,frontend,all,y2026,"{""foundation"": 2, ""application"": 1, ""tradeoff"": 12}",tradeoff,18,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 15}",0.85000,an_demo_frontend
cdp_demo_frontend_experience-quality_overall_entry_junior,cap_frontend_experience-quality,tx_demo_frontend,overall,frontend,entry_junior,y2026,"{""foundation"": 1, ""application"": 1, ""tradeoff"": 6}",tradeoff,10,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 8}",0.85000,an_demo_frontend
cdp_demo_frontend_experience-quality_bigtech_platform_all,cap_frontend_experience-quality,tx_demo_frontend,cluster,bigtech_platform,all,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_bigtech_platform_entry_junior,cap_frontend_experience-quality,tx_demo_frontend,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_b2b_saas_all,cap_frontend_experience-quality,tx_demo_frontend,cluster,b2b_saas,all,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_fintech_finance_all,cap_frontend_experience-quality,tx_demo_frontend,cluster,fintech_finance,all,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_fintech_finance_entry_junior,cap_frontend_experience-quality,tx_demo_frontend,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_si_enterprise_all,cap_frontend_experience-quality,tx_demo_frontend,cluster,si_enterprise,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_si_enterprise_entry_junior,cap_frontend_experience-quality,tx_demo_frontend,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_game_all,cap_frontend_experience-quality,tx_demo_frontend,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_experience-quality_game_entry_junior,cap_frontend_experience-quality,tx_demo_frontend,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_frontend_web-performance"", ""dim_frontend_web-accessibility""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_overall_all,cap_frontend_frontend-engineering,tx_demo_frontend,overall,frontend,all,y2026,"{""foundation"": 5, ""application"": 11, ""tradeoff"": 2}",application,18,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 18}",0.85000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_overall_entry_junior,cap_frontend_frontend-engineering,tx_demo_frontend,overall,frontend,entry_junior,y2026,"{""foundation"": 3, ""application"": 5, ""tradeoff"": 2}",application,10,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 10}",0.85000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_bigtech_platform_all,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,bigtech_platform,all,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_bigtech_platform_entry_junior,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_startup_all,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,startup,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_startup_entry_junior,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,startup,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 2}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_b2b_saas_all,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_fintech_finance_all,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,fintech_finance,all,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_fintech_finance_entry_junior,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_si_enterprise_all,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,si_enterprise,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_si_enterprise_entry_junior,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 0}",foundation,1,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_game_all,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 3}",0.70000,an_demo_frontend
cdp_demo_frontend_frontend-engineering_game_entry_junior,cap_frontend_frontend-engineering,tx_demo_frontend,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_frontend_frontend-testing"", ""dim_frontend_bundling-build""], ""matched_postings"": 1}",0.70000,an_demo_frontend
cdp_demo_ai_engineer_model-training_overall_all,cap_ai_engineer_model-training,tx_demo_ai_engineer,overall,ai_engineer,all,y2026,"{""foundation"": 1, ""application"": 9, ""tradeoff"": 8}",application,18,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 18}",0.85000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_overall_entry_junior,cap_ai_engineer_model-training,tx_demo_ai_engineer,overall,ai_engineer,entry_junior,y2026,"{""foundation"": 1, ""application"": 5, ""tradeoff"": 4}",application,10,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 10}",0.85000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_bigtech_platform_all,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,bigtech_platform,all,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_bigtech_platform_entry_junior,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_startup_all,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,startup,all,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_startup_entry_junior,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,startup,entry_junior,y2026,"{""foundation"": 1, ""application"": 1, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 2}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_b2b_saas_all,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_b2b_saas_entry_junior,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,b2b_saas,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 2}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_fintech_finance_all,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,fintech_finance,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_fintech_finance_entry_junior,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_si_enterprise_all,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,si_enterprise,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_si_enterprise_entry_junior,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_game_all,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_model-training_game_entry_junior,cap_ai_engineer_model-training,tx_demo_ai_engineer,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_dl-framework"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_overall_all,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,overall,ai_engineer,all,y2026,"{""foundation"": 4, ""application"": 11, ""tradeoff"": 3}",application,18,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 18}",0.85000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_overall_entry_junior,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,overall,ai_engineer,entry_junior,y2026,"{""foundation"": 2, ""application"": 7, ""tradeoff"": 1}",application,10,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 10}",0.85000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_bigtech_platform_all,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,bigtech_platform,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_bigtech_platform_entry_junior,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_startup_all,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,startup,all,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_startup_entry_junior,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,startup,entry_junior,y2026,"{""foundation"": 1, ""application"": 1, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 2}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_b2b_saas_all,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_b2b_saas_entry_junior,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,b2b_saas,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 2}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_fintech_finance_all,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,fintech_finance,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_fintech_finance_entry_junior,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_si_enterprise_all,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,si_enterprise,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_si_enterprise_entry_junior,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 0}",foundation,1,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_game_all,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_serving-ops_game_entry_junior,cap_ai_engineer_serving-ops,tx_demo_ai_engineer,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_ai_engineer_python"", ""dim_ai_engineer_model-serving""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_overall_all,cap_ai_engineer_llm-application,tx_demo_ai_engineer,overall,ai_engineer,all,y2026,"{""foundation"": 2, ""application"": 11, ""tradeoff"": 5}",application,18,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 18}",0.85000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_overall_entry_junior,cap_ai_engineer_llm-application,tx_demo_ai_engineer,overall,ai_engineer,entry_junior,y2026,"{""foundation"": 2, ""application"": 5, ""tradeoff"": 3}",application,10,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 10}",0.85000,an_demo_ai_engineer
