chunk_id,snapshot_id,section,ordinal,text,context,embedding_text,token_count,dataset_version
chunk_demo_ai_engineer_17_1,snap_demo_ai_engineer_17,주요업무,0,"LLM 기반 문서 이해 제품의 기능을 설계하고 구현합니다.
사내 파운데이션 모델을 도메인 데이터로 미세조정합니다.
실험 결과를 분석해 다음 학습 방향을 제안합니다.","{""source_id"": ""src_demo_ai_engineer_17"", ""source_type"": ""job_posting"", ""publisher"": ""업스테이지"", ""company_id"": ""co_upstage"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","업스테이지 · job_posting · 주요업무
LLM 기반 문서 이해 제품의 기능을 설계하고 구현합니다.
사내 파운데이션 모델을 도메인 데이터로 미세조정합니다.
실험 결과를 분석해 다음 학습 방향을 제안합니다.",42,ds_demo_v1
chunk_demo_ai_engineer_17_2,snap_demo_ai_engineer_17,자격요건,1,"Python으로 학습·평가 스크립트를 작성해 본 경험이 있는 분
PyTorch로 모델을 학습하고 손실 함수를 다뤄 본 경험이 있는 분
LLM 프롬프트와 RAG 구조를 이해하고 구현해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_17"", ""source_type"": ""job_posting"", ""publisher"": ""업스테이지"", ""company_id"": ""co_upstage"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","업스테이지 · job_posting · 자격요건
Python으로 학습·평가 스크립트를 작성해 본 경험이 있는 분
PyTorch로 모델을 학습하고 손실 함수를 다뤄 본 경험이 있는 분
LLM 프롬프트와 RAG 구조를 이해하고 구현해 본 경험이 있는 분",51,ds_demo_v1
chunk_demo_ai_engineer_17_3,snap_demo_ai_engineer_17,우대사항,2,"데이터 전처리와 라벨링 품질을 관리해 본 경험이 있는 분
논문을 읽고 재현해 본 경험이 있는 분
실험 설정과 결과를 재현 가능하게 기록해 오신 분","{""source_id"": ""src_demo_ai_engineer_17"", ""source_type"": ""job_posting"", ""publisher"": ""업스테이지"", ""company_id"": ""co_upstage"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","업스테이지 · job_posting · 우대사항
데이터 전처리와 라벨링 품질을 관리해 본 경험이 있는 분
논문을 읽고 재현해 본 경험이 있는 분
실험 설정과 결과를 재현 가능하게 기록해 오신 분",37,ds_demo_v1
chunk_demo_ai_engineer_18_1,snap_demo_ai_engineer_18,주요업무,0,"기업 고객에게 제공하는 AI API 서비스의 서빙 구조를 개발합니다.
고객 데이터 특성에 맞춰 전처리 규칙을 정의하고 자동화합니다.
서빙 지연과 처리량을 측정해 개선안을 제안합니다.","{""source_id"": ""src_demo_ai_engineer_18"", ""source_type"": ""job_posting"", ""publisher"": ""네이버클라우드"", ""company_id"": ""co_navercloud"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","네이버클라우드 · job_posting · 주요업무
기업 고객에게 제공하는 AI API 서비스의 서빙 구조를 개발합니다.
고객 데이터 특성에 맞춰 전처리 규칙을 정의하고 자동화합니다.
서빙 지연과 처리량을 측정해 개선안을 제안합니다.",46,ds_demo_v1
chunk_demo_ai_engineer_18_2,snap_demo_ai_engineer_18,자격요건,1,"Python 문법과 표준 라이브러리를 이해하고 사용할 수 있는 분
모델을 추론 서버로 배포하고 API로 제공해 본 경험이 있는 분
데이터 전처리 파이프라인을 코드로 작성해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_18"", ""source_type"": ""job_posting"", ""publisher"": ""네이버클라우드"", ""company_id"": ""co_navercloud"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","네이버클라우드 · job_posting · 자격요건
Python 문법과 표준 라이브러리를 이해하고 사용할 수 있는 분
모델을 추론 서버로 배포하고 API로 제공해 본 경험이 있는 분
데이터 전처리 파이프라인을 코드로 작성해 본 경험이 있는 분",49,ds_demo_v1
chunk_demo_ai_engineer_18_3,snap_demo_ai_engineer_18,우대사항,2,"LLM API를 활용한 응용 기능을 만들어 본 경험이 있는 분
추론 지연 시간을 줄이기 위해 최적화해 본 경험이 있는 분
컨테이너와 쿠버네티스 환경에 익숙한 분","{""source_id"": ""src_demo_ai_engineer_18"", ""source_type"": ""job_posting"", ""publisher"": ""네이버클라우드"", ""company_id"": ""co_navercloud"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","네이버클라우드 · job_posting · 우대사항
LLM API를 활용한 응용 기능을 만들어 본 경험이 있는 분
추론 지연 시간을 줄이기 위해 최적화해 본 경험이 있는 분
컨테이너와 쿠버네티스 환경에 익숙한 분",41,ds_demo_v1
chunk_demo_ai_engineer_19_1,snap_demo_ai_engineer_19,주요업무,0,"이상거래 탐지 모델을 개발하고 운영합니다.
금융 데이터 전처리와 피처 파이프라인을 설계합니다.
모델 성능 저하를 감지하고 재학습 주기를 관리합니다.","{""source_id"": ""src_demo_ai_engineer_19"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","카카오뱅크 · job_posting · 주요업무
이상거래 탐지 모델을 개발하고 운영합니다.
금융 데이터 전처리와 피처 파이프라인을 설계합니다.
모델 성능 저하를 감지하고 재학습 주기를 관리합니다.",38,ds_demo_v1
chunk_demo_ai_engineer_19_2,snap_demo_ai_engineer_19,자격요건,1,"Python으로 데이터 분석과 모델링을 수행할 수 있는 분
대용량 금융 데이터를 전처리하고 피처를 설계해 본 경험이 있는 분
학습한 모델을 운영 환경에 배포하고 모니터링해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_19"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","카카오뱅크 · job_posting · 자격요건
Python으로 데이터 분석과 모델링을 수행할 수 있는 분
대용량 금융 데이터를 전처리하고 피처를 설계해 본 경험이 있는 분
학습한 모델을 운영 환경에 배포하고 모니터링해 본 경험이 있는 분",49,ds_demo_v1
chunk_demo_ai_engineer_19_3,snap_demo_ai_engineer_19,우대사항,2,"딥러닝 프레임워크로 시계열 모델을 다뤄 본 경험이 있는 분
금융 도메인 규제와 데이터 보호 정책을 이해하는 분
모델 판단 근거를 설명하는 방법에 익숙한 분","{""source_id"": ""src_demo_ai_engineer_19"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","카카오뱅크 · job_posting · 우대사항
딥러닝 프레임워크로 시계열 모델을 다뤄 본 경험이 있는 분
금융 도메인 규제와 데이터 보호 정책을 이해하는 분
모델 판단 근거를 설명하는 방법에 익숙한 분",40,ds_demo_v1
chunk_demo_ai_engineer_20_1,snap_demo_ai_engineer_20,주요업무,0,"이상거래 탐지 모델을 개발하고 운영합니다.
금융 데이터 전처리와 피처 파이프라인을 설계합니다.
모델 성능 저하를 감지하고 재학습 주기를 관리합니다.","{""source_id"": ""src_demo_ai_engineer_20"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","카카오뱅크 · job_posting · 주요업무
이상거래 탐지 모델을 개발하고 운영합니다.
금융 데이터 전처리와 피처 파이프라인을 설계합니다.
모델 성능 저하를 감지하고 재학습 주기를 관리합니다.",38,ds_demo_v1
chunk_demo_ai_engineer_20_2,snap_demo_ai_engineer_20,자격요건,1,"Python으로 데이터 분석과 모델링을 수행할 수 있는 분
대용량 금융 데이터를 전처리하고 피처를 설계해 본 경험이 있는 분
학습한 모델을 운영 환경에 배포하고 모니터링해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_20"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","카카오뱅크 · job_posting · 자격요건
Python으로 데이터 분석과 모델링을 수행할 수 있는 분
대용량 금융 데이터를 전처리하고 피처를 설계해 본 경험이 있는 분
학습한 모델을 운영 환경에 배포하고 모니터링해 본 경험이 있는 분",49,ds_demo_v1
chunk_demo_ai_engineer_20_3,snap_demo_ai_engineer_20,우대사항,2,"딥러닝 프레임워크로 시계열 모델을 다뤄 본 경험이 있는 분
금융 도메인 규제와 데이터 보호 정책을 이해하는 분
모델 판단 근거를 설명하는 방법에 익숙한 분","{""source_id"": ""src_demo_ai_engineer_20"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","카카오뱅크 · job_posting · 우대사항
딥러닝 프레임워크로 시계열 모델을 다뤄 본 경험이 있는 분
금융 도메인 규제와 데이터 보호 정책을 이해하는 분
모델 판단 근거를 설명하는 방법에 익숙한 분",40,ds_demo_v1
chunk_demo_ai_engineer_21_1,snap_demo_ai_engineer_21,주요업무,0,"게임 내 AI 기능에 사용할 모델을 설계하고 학습합니다.
게임 로그 데이터를 분석해 학습 데이터로 가공합니다.
클라이언트·서버 팀과 협업해 모델을 게임에 적용합니다.","{""source_id"": ""src_demo_ai_engineer_21"", ""source_type"": ""job_posting"", ""publisher"": ""엔씨소프트"", ""company_id"": ""co_ncsoft"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","엔씨소프트 · job_posting · 주요업무
게임 내 AI 기능에 사용할 모델을 설계하고 학습합니다.
게임 로그 데이터를 분석해 학습 데이터로 가공합니다.
클라이언트·서버 팀과 협업해 모델을 게임에 적용합니다.",42,ds_demo_v1
chunk_demo_ai_engineer_21_2,snap_demo_ai_engineer_21,자격요건,1,"Python으로 학습 파이프라인을 구현할 수 있는 분
딥러닝 프레임워크의 학습 구조를 이해하고 직접 수정할 수 있는 분
모델 실험 결과를 재현 가능한 형태로 관리해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_21"", ""source_type"": ""job_posting"", ""publisher"": ""엔씨소프트"", ""company_id"": ""co_ncsoft"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","엔씨소프트 · job_posting · 자격요건
Python으로 학습 파이프라인을 구현할 수 있는 분
딥러닝 프레임워크의 학습 구조를 이해하고 직접 수정할 수 있는 분
모델 실험 결과를 재현 가능한 형태로 관리해 본 경험이 있는 분",47,ds_demo_v1
chunk_demo_ai_engineer_21_3,snap_demo_ai_engineer_21,우대사항,2,"게임 서버에 모델을 서빙해 본 경험이 있는 분
LLM을 활용한 대화형 NPC를 만들어 본 경험이 있는 분
모델 경량화 도구를 사용해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_21"", ""source_type"": ""job_posting"", ""publisher"": ""엔씨소프트"", ""company_id"": ""co_ncsoft"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","엔씨소프트 · job_posting · 우대사항
게임 서버에 모델을 서빙해 본 경험이 있는 분
LLM을 활용한 대화형 NPC를 만들어 본 경험이 있는 분
모델 경량화 도구를 사용해 본 경험이 있는 분",39,ds_demo_v1
chunk_demo_ai_engineer_22_1,snap_demo_ai_engineer_22,주요업무,0,"게임 내 AI 기능에 사용할 모델을 설계하고 학습합니다.
게임 로그 데이터를 분석해 학습 데이터로 가공합니다.
클라이언트·서버 팀과 협업해 모델을 게임에 적용합니다.","{""source_id"": ""src_demo_ai_engineer_22"", ""source_type"": ""job_posting"", ""publisher"": ""엔씨소프트"", ""company_id"": ""co_ncsoft"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","엔씨소프트 · job_posting · 주요업무
게임 내 AI 기능에 사용할 모델을 설계하고 학습합니다.
게임 로그 데이터를 분석해 학습 데이터로 가공합니다.
클라이언트·서버 팀과 협업해 모델을 게임에 적용합니다.",42,ds_demo_v1
chunk_demo_ai_engineer_22_2,snap_demo_ai_engineer_22,자격요건,1,"Python으로 학습 파이프라인을 구현할 수 있는 분
딥러닝 프레임워크의 학습 구조를 이해하고 직접 수정할 수 있는 분
모델 실험 결과를 재현 가능한 형태로 관리해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_22"", ""source_type"": ""job_posting"", ""publisher"": ""엔씨소프트"", ""company_id"": ""co_ncsoft"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","엔씨소프트 · job_posting · 자격요건
Python으로 학습 파이프라인을 구현할 수 있는 분
딥러닝 프레임워크의 학습 구조를 이해하고 직접 수정할 수 있는 분
모델 실험 결과를 재현 가능한 형태로 관리해 본 경험이 있는 분",47,ds_demo_v1
chunk_demo_ai_engineer_22_3,snap_demo_ai_engineer_22,우대사항,2,"게임 서버에 모델을 서빙해 본 경험이 있는 분
LLM을 활용한 대화형 NPC를 만들어 본 경험이 있는 분
모델 경량화 도구를 사용해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_22"", ""source_type"": ""job_posting"", ""publisher"": ""엔씨소프트"", ""company_id"": ""co_ncsoft"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","엔씨소프트 · job_posting · 우대사항
게임 서버에 모델을 서빙해 본 경험이 있는 분
LLM을 활용한 대화형 NPC를 만들어 본 경험이 있는 분
모델 경량화 도구를 사용해 본 경험이 있는 분",39,ds_demo_v1
chunk_demo_ai_engineer_23_1,snap_demo_ai_engineer_23,주요업무,0,"고객사 업무 시스템에 적용할 AI 모델을 개발합니다.
고객 데이터를 수집하고 전처리하는 절차를 문서화합니다.","{""source_id"": ""src_demo_ai_engineer_23"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","삼성에스디에스 · job_posting · 주요업무
고객사 업무 시스템에 적용할 AI 모델을 개발합니다.
고객 데이터를 수집하고 전처리하는 절차를 문서화합니다.",28,ds_demo_v1
chunk_demo_ai_engineer_23_2,snap_demo_ai_engineer_23,자격요건,1,"Python 기반 분석·모델링 업무 수행이 가능한 분
고객 데이터를 정제하고 전처리해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_23"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","삼성에스디에스 · job_posting · 자격요건
Python 기반 분석·모델링 업무 수행이 가능한 분
고객 데이터를 정제하고 전처리해 본 경험이 있는 분",27,ds_demo_v1
chunk_demo_ai_engineer_23_3,snap_demo_ai_engineer_23,우대사항,2,"딥러닝 프레임워크 사용 경험이 있는 분
프로젝트 산출물 문서를 작성해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_23"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","삼성에스디에스 · job_posting · 우대사항
딥러닝 프레임워크 사용 경험이 있는 분
프로젝트 산출물 문서를 작성해 본 경험이 있는 분",23,ds_demo_v1
chunk_demo_ai_engineer_24_1,snap_demo_ai_engineer_24,주요업무,0,"고객사 업무 시스템에 적용할 AI 모델을 개발합니다.
고객 데이터를 수집하고 전처리하는 절차를 문서화합니다.","{""source_id"": ""src_demo_ai_engineer_24"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","삼성에스디에스 · job_posting · 주요업무
고객사 업무 시스템에 적용할 AI 모델을 개발합니다.
고객 데이터를 수집하고 전처리하는 절차를 문서화합니다.",28,ds_demo_v1
chunk_demo_ai_engineer_24_2,snap_demo_ai_engineer_24,자격요건,1,"Python 기반 분석·모델링 업무 수행이 가능한 분
고객 데이터를 정제하고 전처리해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_24"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","삼성에스디에스 · job_posting · 자격요건
Python 기반 분석·모델링 업무 수행이 가능한 분
고객 데이터를 정제하고 전처리해 본 경험이 있는 분",27,ds_demo_v1
chunk_demo_ai_engineer_24_3,snap_demo_ai_engineer_24,우대사항,2,"딥러닝 프레임워크 사용 경험이 있는 분
프로젝트 산출물 문서를 작성해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_24"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","삼성에스디에스 · job_posting · 우대사항
딥러닝 프레임워크 사용 경험이 있는 분
프로젝트 산출물 문서를 작성해 본 경험이 있는 분",23,ds_demo_v1
chunk_demo_ai_engineer_25_1,snap_demo_ai_engineer_25,주요업무,0,"검색 품질을 높이는 랭킹 모델을 학습하고 평가합니다.
학습 데이터 수집과 전처리 파이프라인을 설계하고 운영합니다.
학습한 모델을 사내 추론 플랫폼에 올리고 지표를 관찰합니다.","{""source_id"": ""src_demo_ai_engineer_25"", ""source_type"": ""job_posting"", ""publisher"": ""네이버"", ""company_id"": ""co_naver"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","네이버 · job_posting · 주요업무
검색 품질을 높이는 랭킹 모델을 학습하고 평가합니다.
학습 데이터 수집과 전처리 파이프라인을 설계하고 운영합니다.
학습한 모델을 사내 추론 플랫폼에 올리고 지표를 관찰합니다.",45,ds_demo_v1
chunk_demo_ai_engineer_25_2,snap_demo_ai_engineer_25,자격요건,1,"Python으로 데이터 처리와 모델 학습 코드를 직접 작성할 수 있는 분
PyTorch 또는 TensorFlow로 모델을 학습하고 평가해 본 경험이 있는 분
실험 결과를 지표로 정리하고 팀에 설명할 수 있는 분","{""source_id"": ""src_demo_ai_engineer_25"", ""source_type"": ""job_posting"", ""publisher"": ""네이버"", ""company_id"": ""co_naver"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","네이버 · job_posting · 자격요건
Python으로 데이터 처리와 모델 학습 코드를 직접 작성할 수 있는 분
PyTorch 또는 TensorFlow로 모델을 학습하고 평가해 본 경험이 있는 분
실험 결과를 지표로 정리하고 팀에 설명할 수 있는 분",54,ds_demo_v1
chunk_demo_ai_engineer_25_3,snap_demo_ai_engineer_25,우대사항,2,"대규모 학습 데이터를 다뤄 본 경험이 있는 분
학습 파이프라인을 자동화해 본 경험이 있는 분
GPU 자원을 효율적으로 사용해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_25"", ""source_type"": ""job_posting"", ""publisher"": ""네이버"", ""company_id"": ""co_naver"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","네이버 · job_posting · 우대사항
대규모 학습 데이터를 다뤄 본 경험이 있는 분
학습 파이프라인을 자동화해 본 경험이 있는 분
GPU 자원을 효율적으로 사용해 본 경험이 있는 분",37,ds_demo_v1
chunk_demo_ai_engineer_26_1,snap_demo_ai_engineer_26,주요업무,0,"LLM 기반 문서 이해 제품의 기능을 설계하고 구현합니다.
사내 파운데이션 모델을 도메인 데이터로 미세조정합니다.
실험 결과를 분석해 다음 학습 방향을 제안합니다.","{""source_id"": ""src_demo_ai_engineer_26"", ""source_type"": ""job_posting"", ""publisher"": ""업스테이지"", ""company_id"": ""co_upstage"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","업스테이지 · job_posting · 주요업무
LLM 기반 문서 이해 제품의 기능을 설계하고 구현합니다.
사내 파운데이션 모델을 도메인 데이터로 미세조정합니다.
실험 결과를 분석해 다음 학습 방향을 제안합니다.",42,ds_demo_v1
chunk_demo_ai_engineer_26_2,snap_demo_ai_engineer_26,자격요건,1,"Python으로 학습·평가 스크립트를 작성해 본 경험이 있는 분
PyTorch로 모델을 학습하고 손실 함수를 다뤄 본 경험이 있는 분
LLM 프롬프트와 RAG 구조를 이해하고 구현해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_26"", ""source_type"": ""job_posting"", ""publisher"": ""업스테이지"", ""company_id"": ""co_upstage"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","업스테이지 · job_posting · 자격요건
Python으로 학습·평가 스크립트를 작성해 본 경험이 있는 분
PyTorch로 모델을 학습하고 손실 함수를 다뤄 본 경험이 있는 분
LLM 프롬프트와 RAG 구조를 이해하고 구현해 본 경험이 있는 분",51,ds_demo_v1
chunk_demo_ai_engineer_26_3,snap_demo_ai_engineer_26,우대사항,2,"데이터 전처리와 라벨링 품질을 관리해 본 경험이 있는 분
논문을 읽고 재현해 본 경험이 있는 분
실험 설정과 결과를 재현 가능하게 기록해 오신 분","{""source_id"": ""src_demo_ai_engineer_26"", ""source_type"": ""job_posting"", ""publisher"": ""업스테이지"", ""company_id"": ""co_upstage"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","업스테이지 · job_posting · 우대사항
데이터 전처리와 라벨링 품질을 관리해 본 경험이 있는 분
논문을 읽고 재현해 본 경험이 있는 분
실험 설정과 결과를 재현 가능하게 기록해 오신 분",37,ds_demo_v1
chunk_demo_ai_engineer_27_1,snap_demo_ai_engineer_27,주요업무,0,"기업 고객에게 제공하는 AI API 서비스의 서빙 구조를 개발합니다.
고객 데이터 특성에 맞춰 전처리 규칙을 정의하고 자동화합니다.
서빙 지연과 처리량을 측정해 개선안을 제안합니다.","{""source_id"": ""src_demo_ai_engineer_27"", ""source_type"": ""job_posting"", ""publisher"": ""네이버클라우드"", ""company_id"": ""co_navercloud"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","네이버클라우드 · job_posting · 주요업무
기업 고객에게 제공하는 AI API 서비스의 서빙 구조를 개발합니다.
고객 데이터 특성에 맞춰 전처리 규칙을 정의하고 자동화합니다.
서빙 지연과 처리량을 측정해 개선안을 제안합니다.",46,ds_demo_v1
chunk_demo_ai_engineer_27_2,snap_demo_ai_engineer_27,자격요건,1,"Python 문법과 표준 라이브러리를 이해하고 사용할 수 있는 분
모델을 추론 서버로 배포하고 API로 제공해 본 경험이 있는 분
데이터 전처리 파이프라인을 코드로 작성해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_27"", ""source_type"": ""job_posting"", ""publisher"": ""네이버클라우드"", ""company_id"": ""co_navercloud"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","네이버클라우드 · job_posting · 자격요건
Python 문법과 표준 라이브러리를 이해하고 사용할 수 있는 분
모델을 추론 서버로 배포하고 API로 제공해 본 경험이 있는 분
데이터 전처리 파이프라인을 코드로 작성해 본 경험이 있는 분",49,ds_demo_v1
chunk_demo_ai_engineer_27_3,snap_demo_ai_engineer_27,우대사항,2,"LLM API를 활용한 응용 기능을 만들어 본 경험이 있는 분
추론 지연 시간을 줄이기 위해 최적화해 본 경험이 있는 분
컨테이너와 쿠버네티스 환경에 익숙한 분","{""source_id"": ""src_demo_ai_engineer_27"", ""source_type"": ""job_posting"", ""publisher"": ""네이버클라우드"", ""company_id"": ""co_navercloud"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","네이버클라우드 · job_posting · 우대사항
LLM API를 활용한 응용 기능을 만들어 본 경험이 있는 분
추론 지연 시간을 줄이기 위해 최적화해 본 경험이 있는 분
컨테이너와 쿠버네티스 환경에 익숙한 분",41,ds_demo_v1
chunk_demo_ai_engineer_28_1,snap_demo_ai_engineer_28,주요업무,0,"이상거래 탐지 모델을 개발하고 운영합니다.
금융 데이터 전처리와 피처 파이프라인을 설계합니다.
모델 성능 저하를 감지하고 재학습 주기를 관리합니다.","{""source_id"": ""src_demo_ai_engineer_28"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","카카오뱅크 · job_posting · 주요업무
이상거래 탐지 모델을 개발하고 운영합니다.
금융 데이터 전처리와 피처 파이프라인을 설계합니다.
모델 성능 저하를 감지하고 재학습 주기를 관리합니다.",38,ds_demo_v1
chunk_demo_ai_engineer_28_2,snap_demo_ai_engineer_28,자격요건,1,"Python으로 데이터 분석과 모델링을 수행할 수 있는 분
대용량 금융 데이터를 전처리하고 피처를 설계해 본 경험이 있는 분
학습한 모델을 운영 환경에 배포하고 모니터링해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_28"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","카카오뱅크 · job_posting · 자격요건
Python으로 데이터 분석과 모델링을 수행할 수 있는 분
대용량 금융 데이터를 전처리하고 피처를 설계해 본 경험이 있는 분
학습한 모델을 운영 환경에 배포하고 모니터링해 본 경험이 있는 분",49,ds_demo_v1
chunk_demo_ai_engineer_28_3,snap_demo_ai_engineer_28,우대사항,2,"딥러닝 프레임워크로 시계열 모델을 다뤄 본 경험이 있는 분
금융 도메인 규제와 데이터 보호 정책을 이해하는 분
모델 판단 근거를 설명하는 방법에 익숙한 분","{""source_id"": ""src_demo_ai_engineer_28"", ""source_type"": ""job_posting"", ""publisher"": ""카카오뱅크"", ""company_id"": ""co_kakaobank"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","카카오뱅크 · job_posting · 우대사항
딥러닝 프레임워크로 시계열 모델을 다뤄 본 경험이 있는 분
금융 도메인 규제와 데이터 보호 정책을 이해하는 분
모델 판단 근거를 설명하는 방법에 익숙한 분",40,ds_demo_v1
chunk_demo_ai_engineer_29_1,snap_demo_ai_engineer_29,주요업무,0,"고객사 업무 시스템에 적용할 AI 모델을 개발합니다.
고객 데이터를 수집하고 전처리하는 절차를 문서화합니다.","{""source_id"": ""src_demo_ai_engineer_29"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""주요업무""}","삼성에스디에스 · job_posting · 주요업무
고객사 업무 시스템에 적용할 AI 모델을 개발합니다.
고객 데이터를 수집하고 전처리하는 절차를 문서화합니다.",28,ds_demo_v1
chunk_demo_ai_engineer_29_2,snap_demo_ai_engineer_29,자격요건,1,"Python 기반 분석·모델링 업무 수행이 가능한 분
고객 데이터를 정제하고 전처리해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_29"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""자격요건""}","삼성에스디에스 · job_posting · 자격요건
Python 기반 분석·모델링 업무 수행이 가능한 분
고객 데이터를 정제하고 전처리해 본 경험이 있는 분",27,ds_demo_v1
chunk_demo_ai_engineer_29_3,snap_demo_ai_engineer_29,우대사항,2,"딥러닝 프레임워크 사용 경험이 있는 분
프로젝트 산출물 문서를 작성해 본 경험이 있는 분","{""source_id"": ""src_demo_ai_engineer_29"", ""source_type"": ""job_posting"", ""publisher"": ""삼성에스디에스"", ""company_id"": ""co_samsungsds"", ""job_role_ids"": [""ai_engineer""], ""section"": ""우대사항""}","삼성에스디에스 · job_posting · 우대사항
딥러닝 프레임워크 사용 경험이 있는 분
프로젝트 산출물 문서를 작성해 본 경험이 있는 분",23,ds_demo_v1
