track_id,analysis_version,scope_level,scope_id,capability_id,phase_label,priority,depth_reference
st_demo_devops_overall_delivery-automation,an_demo_devops,overall,devops,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_overall_reliability-operations,an_demo_devops,overall,devops,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_bigtech_platform_container-orchestration,an_demo_devops,cluster,bigtech_platform,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_bigtech_platform_delivery-automation,an_demo_devops,cluster,bigtech_platform,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_bigtech_platform_reliability-operations,an_demo_devops,cluster,bigtech_platform,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_startup_container-orchestration,an_demo_devops,cluster,startup,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_startup_delivery-automation,an_demo_devops,cluster,startup,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_startup_reliability-operations,an_demo_devops,cluster,startup,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_b2b_saas_container-orchestration,an_demo_devops,cluster,b2b_saas,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_b2b_saas_delivery-automation,an_demo_devops,cluster,b2b_saas,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_b2b_saas_reliability-operations,an_demo_devops,cluster,b2b_saas,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_fintech_finance_container-orchestration,an_demo_devops,cluster,fintech_finance,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_fintech_finance_delivery-automation,an_demo_devops,cluster,fintech_finance,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_fintech_finance_reliability-operations,an_demo_devops,cluster,fintech_finance,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_si_enterprise_container-orchestration,an_demo_devops,cluster,si_enterprise,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_si_enterprise_delivery-automation,an_demo_devops,cluster,si_enterprise,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_si_enterprise_reliability-operations,an_demo_devops,cluster,si_enterprise,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_game_container-orchestration,an_demo_devops,cluster,game,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_game_delivery-automation,an_demo_devops,cluster,game,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_game_reliability-operations,an_demo_devops,cluster,game,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_dp_devops_01_container-orchestration,an_demo_devops,posting,dp_devops_01,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_dp_devops_01_delivery-automation,an_demo_devops,posting,dp_devops_01,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_dp_devops_01_reliability-operations,an_demo_devops,posting,dp_devops_01,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_dp_devops_02_container-orchestration,an_demo_devops,posting,dp_devops_02,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_dp_devops_02_delivery-automation,an_demo_devops,posting,dp_devops_02,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_dp_devops_02_reliability-operations,an_demo_devops,posting,dp_devops_02,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_dp_devops_03_container-orchestration,an_demo_devops,posting,dp_devops_03,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_dp_devops_03_delivery-automation,an_demo_devops,posting,dp_devops_03,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_dp_devops_03_reliability-operations,an_demo_devops,posting,dp_devops_03,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_dp_devops_04_container-orchestration,an_demo_devops,posting,dp_devops_04,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_dp_devops_04_delivery-automation,an_demo_devops,posting,dp_devops_04,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_dp_devops_04_reliability-operations,an_demo_devops,posting,dp_devops_04,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_devops_dp_devops_05_container-orchestration,an_demo_devops,posting,dp_devops_05,cap_devops_container-orchestration,STEP 01~02와 병행,vhigh,application
st_demo_devops_dp_devops_05_delivery-automation,an_demo_devops,posting,dp_devops_05,cap_devops_delivery-automation,STEP 02~03과 병행,high,foundation
st_demo_devops_dp_devops_05_reliability-operations,an_demo_devops,posting,dp_devops_05,cap_devops_reliability-operations,상시 · 주 3~4시간,high,foundation
st_demo_mobile_overall_app-build,an_demo_mobile,overall,mobile,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_overall_app-structure,an_demo_mobile,overall,mobile,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_overall_release-ops,an_demo_mobile,overall,mobile,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_bigtech_platform_app-build,an_demo_mobile,cluster,bigtech_platform,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_bigtech_platform_app-structure,an_demo_mobile,cluster,bigtech_platform,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_bigtech_platform_release-ops,an_demo_mobile,cluster,bigtech_platform,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_startup_app-build,an_demo_mobile,cluster,startup,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_startup_app-structure,an_demo_mobile,cluster,startup,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_startup_release-ops,an_demo_mobile,cluster,startup,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_b2b_saas_app-build,an_demo_mobile,cluster,b2b_saas,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_b2b_saas_app-structure,an_demo_mobile,cluster,b2b_saas,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_b2b_saas_release-ops,an_demo_mobile,cluster,b2b_saas,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_fintech_finance_app-build,an_demo_mobile,cluster,fintech_finance,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_fintech_finance_app-structure,an_demo_mobile,cluster,fintech_finance,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_fintech_finance_release-ops,an_demo_mobile,cluster,fintech_finance,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_si_enterprise_app-build,an_demo_mobile,cluster,si_enterprise,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_si_enterprise_app-structure,an_demo_mobile,cluster,si_enterprise,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_si_enterprise_release-ops,an_demo_mobile,cluster,si_enterprise,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_game_app-build,an_demo_mobile,cluster,game,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_game_app-structure,an_demo_mobile,cluster,game,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_game_release-ops,an_demo_mobile,cluster,game,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_dp_mobile_01_app-build,an_demo_mobile,posting,dp_mobile_01,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_dp_mobile_01_app-structure,an_demo_mobile,posting,dp_mobile_01,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_dp_mobile_01_release-ops,an_demo_mobile,posting,dp_mobile_01,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_dp_mobile_02_app-build,an_demo_mobile,posting,dp_mobile_02,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_dp_mobile_02_app-structure,an_demo_mobile,posting,dp_mobile_02,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_dp_mobile_02_release-ops,an_demo_mobile,posting,dp_mobile_02,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_dp_mobile_03_app-build,an_demo_mobile,posting,dp_mobile_03,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_dp_mobile_03_app-structure,an_demo_mobile,posting,dp_mobile_03,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_dp_mobile_03_release-ops,an_demo_mobile,posting,dp_mobile_03,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_dp_mobile_04_app-build,an_demo_mobile,posting,dp_mobile_04,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_dp_mobile_04_app-structure,an_demo_mobile,posting,dp_mobile_04,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_dp_mobile_04_release-ops,an_demo_mobile,posting,dp_mobile_04,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_mobile_dp_mobile_05_app-build,an_demo_mobile,posting,dp_mobile_05,cap_mobile_app-build,STEP 01~02와 병행,vhigh,tradeoff
st_demo_mobile_dp_mobile_05_app-structure,an_demo_mobile,posting,dp_mobile_05,cap_mobile_app-structure,STEP 02~03과 병행,high,application
st_demo_mobile_dp_mobile_05_release-ops,an_demo_mobile,posting,dp_mobile_05,cap_mobile_release-ops,상시 · 주 3~4시간,high,application
st_demo_security_overall_compliance-design,an_demo_security,overall,security,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_overall_vuln-diagnosis,an_demo_security,overall,security,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_overall_incident-response,an_demo_security,overall,security,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_bigtech_platform_compliance-design,an_demo_security,cluster,bigtech_platform,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_bigtech_platform_vuln-diagnosis,an_demo_security,cluster,bigtech_platform,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_bigtech_platform_incident-response,an_demo_security,cluster,bigtech_platform,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_startup_compliance-design,an_demo_security,cluster,startup,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_startup_vuln-diagnosis,an_demo_security,cluster,startup,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_startup_incident-response,an_demo_security,cluster,startup,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_b2b_saas_compliance-design,an_demo_security,cluster,b2b_saas,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_b2b_saas_vuln-diagnosis,an_demo_security,cluster,b2b_saas,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_b2b_saas_incident-response,an_demo_security,cluster,b2b_saas,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_fintech_finance_compliance-design,an_demo_security,cluster,fintech_finance,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_fintech_finance_vuln-diagnosis,an_demo_security,cluster,fintech_finance,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_fintech_finance_incident-response,an_demo_security,cluster,fintech_finance,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_si_enterprise_compliance-design,an_demo_security,cluster,si_enterprise,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_si_enterprise_vuln-diagnosis,an_demo_security,cluster,si_enterprise,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_si_enterprise_incident-response,an_demo_security,cluster,si_enterprise,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_game_compliance-design,an_demo_security,cluster,game,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_game_vuln-diagnosis,an_demo_security,cluster,game,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_game_incident-response,an_demo_security,cluster,game,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_dp_security_01_compliance-design,an_demo_security,posting,dp_security_01,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_dp_security_01_vuln-diagnosis,an_demo_security,posting,dp_security_01,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_dp_security_01_incident-response,an_demo_security,posting,dp_security_01,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_dp_security_02_compliance-design,an_demo_security,posting,dp_security_02,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_dp_security_02_vuln-diagnosis,an_demo_security,posting,dp_security_02,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_dp_security_02_incident-response,an_demo_security,posting,dp_security_02,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_dp_security_03_compliance-design,an_demo_security,posting,dp_security_03,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_dp_security_03_vuln-diagnosis,an_demo_security,posting,dp_security_03,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_dp_security_03_incident-response,an_demo_security,posting,dp_security_03,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_dp_security_04_compliance-design,an_demo_security,posting,dp_security_04,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_dp_security_04_vuln-diagnosis,an_demo_security,posting,dp_security_04,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_dp_security_04_incident-response,an_demo_security,posting,dp_security_04,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_security_dp_security_05_compliance-design,an_demo_security,posting,dp_security_05,cap_security_compliance-design,STEP 01~02와 병행,vhigh,tradeoff
st_demo_security_dp_security_05_vuln-diagnosis,an_demo_security,posting,dp_security_05,cap_security_vuln-diagnosis,STEP 01~03과 병행,high,application
st_demo_security_dp_security_05_incident-response,an_demo_security,posting,dp_security_05,cap_security_incident-response,상시 · 주 3~4시간,high,application
st_demo_game_client_overall_gameplay-impl,an_demo_game_client,overall,game_client,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_overall_runtime-perf,an_demo_game_client,overall,game_client,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_overall_multiplay-sync,an_demo_game_client,overall,game_client,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_bigtech_platform_gameplay-impl,an_demo_game_client,cluster,bigtech_platform,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_bigtech_platform_runtime-perf,an_demo_game_client,cluster,bigtech_platform,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_bigtech_platform_multiplay-sync,an_demo_game_client,cluster,bigtech_platform,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_startup_gameplay-impl,an_demo_game_client,cluster,startup,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_startup_runtime-perf,an_demo_game_client,cluster,startup,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_startup_multiplay-sync,an_demo_game_client,cluster,startup,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_b2b_saas_gameplay-impl,an_demo_game_client,cluster,b2b_saas,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_b2b_saas_runtime-perf,an_demo_game_client,cluster,b2b_saas,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_b2b_saas_multiplay-sync,an_demo_game_client,cluster,b2b_saas,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_fintech_finance_gameplay-impl,an_demo_game_client,cluster,fintech_finance,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_fintech_finance_runtime-perf,an_demo_game_client,cluster,fintech_finance,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_fintech_finance_multiplay-sync,an_demo_game_client,cluster,fintech_finance,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_si_enterprise_gameplay-impl,an_demo_game_client,cluster,si_enterprise,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_si_enterprise_runtime-perf,an_demo_game_client,cluster,si_enterprise,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_si_enterprise_multiplay-sync,an_demo_game_client,cluster,si_enterprise,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_game_gameplay-impl,an_demo_game_client,cluster,game,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_game_runtime-perf,an_demo_game_client,cluster,game,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_game_multiplay-sync,an_demo_game_client,cluster,game,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_dp_game_client_01_gameplay-impl,an_demo_game_client,posting,dp_game_client_01,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_dp_game_client_01_runtime-perf,an_demo_game_client,posting,dp_game_client_01,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_dp_game_client_01_multiplay-sync,an_demo_game_client,posting,dp_game_client_01,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_dp_game_client_02_gameplay-impl,an_demo_game_client,posting,dp_game_client_02,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_dp_game_client_02_runtime-perf,an_demo_game_client,posting,dp_game_client_02,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_dp_game_client_02_multiplay-sync,an_demo_game_client,posting,dp_game_client_02,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_dp_game_client_03_gameplay-impl,an_demo_game_client,posting,dp_game_client_03,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_dp_game_client_03_runtime-perf,an_demo_game_client,posting,dp_game_client_03,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_dp_game_client_03_multiplay-sync,an_demo_game_client,posting,dp_game_client_03,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_dp_game_client_04_gameplay-impl,an_demo_game_client,posting,dp_game_client_04,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_dp_game_client_04_runtime-perf,an_demo_game_client,posting,dp_game_client_04,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_dp_game_client_04_multiplay-sync,an_demo_game_client,posting,dp_game_client_04,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
st_demo_game_client_dp_game_client_05_gameplay-impl,an_demo_game_client,posting,dp_game_client_05,cap_game_client_gameplay-impl,STEP 01~02와 병행,vhigh,tradeoff
st_demo_game_client_dp_game_client_05_runtime-perf,an_demo_game_client,posting,dp_game_client_05,cap_game_client_runtime-perf,STEP 02~03과 병행,high,application
st_demo_game_client_dp_game_client_05_multiplay-sync,an_demo_game_client,posting,dp_game_client_05,cap_game_client_multiplay-sync,상시 · 주 3~4시간,high,application
