fact_id,analysis_version,metric_family,metric_policy_version,scope_level,scope_id,entry_segment,period_id,dimension_id,secondary_dimension_id,measure,numerator,denominator,value,sample_size,sample_status,uncertainty
fact_demo_backend_000746,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_monitoring-incident,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000747,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_monitoring-incident,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000748,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_monitoring-incident,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000749,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,all,y2024_2025,dim_backend_container-deploy,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000750,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,all,y2024_2025,dim_backend_cloud-infra,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000751,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,all,y2024_2025,dim_backend_cloud-infra,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000752,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_cloud-infra,\N,foundation,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000753,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_cloud-infra,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000754,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_cloud-infra,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000755,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,all,y2024_2025,dim_backend_cicd-automation,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000756,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,all,y2024_2025,dim_backend_cicd-automation,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000757,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_cicd-automation,\N,foundation,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000758,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_cicd-automation,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000759,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_cicd-automation,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000760,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,all,y2024_2025,dim_backend_payment-settlement,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000761,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,all,y2024_2025,dim_backend_service-domain-modeling,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000762,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,all,y2024_2025,dim_backend_service-domain-modeling,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000763,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_service-domain-modeling,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000764,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_service-domain-modeling,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000765,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_service-domain-modeling,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000766,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,all,y2024_2025,dim_backend_code-review-collab,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000767,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,all,y2024_2025,dim_backend_code-review-collab,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000768,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_code-review-collab,\N,foundation,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000769,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_code-review-collab,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000770,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,all,y2024_2025,dim_backend_code-review-collab,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000771,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,all,y2024_2025,dim_backend_tech-documentation,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000772,an_demo_backend,scope_expansion,mp_v1_scope_exp,cluster,startup,all,y2024_2025,\N,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000773,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_java-spring,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000774,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_java-spring,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000775,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_java-spring,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000776,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_java-spring,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000777,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_java-spring,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000778,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_rdb-modeling,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000779,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_rdb-modeling,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000780,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_rdb-modeling,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000781,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_rdb-modeling,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000782,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_rdb-modeling,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000783,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_caching-performance,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000784,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_message-queue,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000785,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_rest-api-design,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000786,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_rest-api-design,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000787,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_rest-api-design,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000788,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_rest-api-design,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000789,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_rest-api-design,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000790,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_transaction-integrity,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000791,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_transaction-integrity,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000792,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_transaction-integrity,\N,foundation,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000793,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_transaction-integrity,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000794,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_transaction-integrity,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000795,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_test-automation,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000796,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_monitoring-incident,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000797,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_monitoring-incident,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000798,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_monitoring-incident,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000799,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_monitoring-incident,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000800,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_monitoring-incident,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000801,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_container-deploy,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000802,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_cloud-infra,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000803,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_cloud-infra,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000804,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_cloud-infra,\N,foundation,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000805,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_cloud-infra,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000806,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_cloud-infra,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000807,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_cicd-automation,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000808,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_cicd-automation,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000809,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_cicd-automation,\N,foundation,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000810,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_cicd-automation,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000811,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_cicd-automation,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000812,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_payment-settlement,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000813,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_service-domain-modeling,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000814,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_service-domain-modeling,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000815,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_service-domain-modeling,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000816,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_service-domain-modeling,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000817,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_service-domain-modeling,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000818,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_code-review-collab,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000819,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,startup,entry_junior,y2024_2025,dim_backend_code-review-collab,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000820,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_code-review-collab,\N,foundation,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000821,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_code-review-collab,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000822,an_demo_backend,depth_distribution,mp_v1_depth,cluster,startup,entry_junior,y2024_2025,dim_backend_code-review-collab,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000823,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,startup,entry_junior,y2024_2025,dim_backend_tech-documentation,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000824,an_demo_backend,scope_expansion,mp_v1_scope_exp,cluster,startup,entry_junior,y2024_2025,\N,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000825,an_demo_backend,entry_label_advanced_signal_rate,mp_v1_entry_signal,cluster,startup,entry_junior,y2024_2025,\N,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000826,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_java-spring,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000827,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,b2b_saas,all,y2026,dim_backend_java-spring,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000828,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_java-spring,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000829,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_java-spring,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000830,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_java-spring,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000831,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_rdb-modeling,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000832,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,b2b_saas,all,y2026,dim_backend_rdb-modeling,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000833,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_rdb-modeling,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000834,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_rdb-modeling,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000835,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_rdb-modeling,\N,tradeoff,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000836,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_caching-performance,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000837,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_message-queue,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000838,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_rest-api-design,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000839,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,b2b_saas,all,y2026,dim_backend_rest-api-design,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000840,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_rest-api-design,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000841,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_rest-api-design,\N,application,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000842,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_rest-api-design,\N,tradeoff,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000843,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_transaction-integrity,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000844,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_test-automation,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000845,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,b2b_saas,all,y2026,dim_backend_test-automation,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000846,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_test-automation,\N,foundation,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000847,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_test-automation,\N,application,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000848,an_demo_backend,depth_distribution,mp_v1_depth,cluster,b2b_saas,all,y2026,dim_backend_test-automation,\N,tradeoff,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
fact_demo_backend_000849,an_demo_backend,posting_prevalence,mp_v1_prevalence,cluster,b2b_saas,all,y2026,dim_backend_monitoring-incident,\N,ratio,1,1,1.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.206549, ""upper"": 1.0}"
fact_demo_backend_000850,an_demo_backend,requiredness_ratio,mp_v1_requiredness,cluster,b2b_saas,all,y2026,dim_backend_monitoring-incident,\N,ratio,0,1,0.0,1,low_confidence,"{""method"": ""wilson_95"", ""lower"": 0.0, ""upper"": 0.793451}"
