claim_id,analysis_version,output_id,claim_type,requirement_kind,scope_level,scope_id,claim_text,structured_slots,confidence,confidence_components,verification_status
claim_demo_frontend_000020,an_demo_frontend,out_demo_frontend_intp_si_enterprise,cluster_generalization,inferred_requirement,cluster,si_enterprise,SI·대기업 은 접근성 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_web-accessibility"", ""cluster_id"": ""si_enterprise"", ""baseline"": ""시맨틱 마크업 의식"", ""deviation"": ""인증 기준 검수를 통과하는 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000021,an_demo_frontend,out_demo_frontend_intp_si_enterprise,cluster_generalization,inferred_requirement,cluster,si_enterprise,SI·대기업 은 스타일 규칙 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_css-architecture"", ""cluster_id"": ""si_enterprise"", ""baseline"": ""스타일 구조화"", ""deviation"": ""합의된 규칙의 문서화까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000022,an_demo_frontend,out_demo_frontend_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 성능 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_web-performance"", ""cluster_id"": ""game"", ""baseline"": ""성능을 고려한 구현"", ""deviation"": ""동시 접속이 몰리는 화면의 최적화까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000023,an_demo_frontend,out_demo_frontend_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 상태 관리 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_frontend_state-management"", ""cluster_id"": ""game"", ""baseline"": ""화면 상태 관리"", ""deviation"": ""실시간 데이터와의 동기화까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.2, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_frontend_000024,an_demo_frontend,out_demo_frontend_strat_overall,strategy,\N,overall,frontend,React 화면 프로젝트 완성 은 프론트엔드 지원 준비에서 우선순위가 높다.,"{""concept_id"": ""cc_frontend_spa-project"", ""channels"": [""portfolio""]}",0.75000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_frontend_000025,an_demo_frontend,out_demo_frontend_strat_overall,strategy,\N,overall,frontend,상태·데이터 흐름 설계 은 프론트엔드 지원 준비에서 우선순위가 높다.,"{""concept_id"": ""cc_frontend_state-design"", ""channels"": [""portfolio"", ""interview""]}",0.75000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000001,an_demo_ai_engineer,out_demo_ai_engineer_stat_overall,statistic,\N,overall,ai_engineer,Python 구현력 은 최근 1년 AI 엔지니어 공고의 100% 에 나타난다.,"{""dimension_id"": ""dim_ai_engineer_python"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000002,an_demo_ai_engineer,out_demo_ai_engineer_stat_overall,statistic,\N,overall,ai_engineer,딥러닝 프레임워크 은 최근 1년 AI 엔지니어 공고의 78% 에 나타난다.,"{""dimension_id"": ""dim_ai_engineer_dl-framework"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000003,an_demo_ai_engineer,out_demo_ai_engineer_stat_overall,statistic,\N,overall,ai_engineer,데이터 전처리·품질 관리 은 최근 1년 AI 엔지니어 공고의 78% 에 나타난다.,"{""dimension_id"": ""dim_ai_engineer_data-prep"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000004,an_demo_ai_engineer,out_demo_ai_engineer_stat_overall,statistic,\N,overall,ai_engineer,모델 서빙·배포 은 최근 1년 AI 엔지니어 공고의 61% 에 나타난다.,"{""dimension_id"": ""dim_ai_engineer_model-serving"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000005,an_demo_ai_engineer,out_demo_ai_engineer_stat_overall,statistic,\N,overall,ai_engineer,LLM 응용·RAG 은 최근 1년 AI 엔지니어 공고의 50% 에 나타난다.,"{""dimension_id"": ""dim_ai_engineer_llm-app"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000006,an_demo_ai_engineer,out_demo_ai_engineer_intp_overall,posting_explicit,explicit_requirement,overall,ai_engineer,Python 구현력 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_ai_engineer_python"", ""baseline_item_id"": ""python"", ""baseline_title"": ""Python 구현력""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000007,an_demo_ai_engineer,out_demo_ai_engineer_intp_overall,posting_explicit,explicit_requirement,overall,ai_engineer,딥러닝 프레임워크 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_ai_engineer_dl-framework"", ""baseline_item_id"": ""dl-framework"", ""baseline_title"": ""딥러닝 프레임워크""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000008,an_demo_ai_engineer,out_demo_ai_engineer_intp_overall,posting_explicit,explicit_requirement,overall,ai_engineer,데이터 전처리·품질 관리 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_ai_engineer_data-prep"", ""baseline_item_id"": ""data-prep"", ""baseline_title"": ""데이터 전처리·품질 관리""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000009,an_demo_ai_engineer,out_demo_ai_engineer_intp_overall,posting_explicit,explicit_requirement,overall,ai_engineer,모델 서빙·배포 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_ai_engineer_model-serving"", ""baseline_item_id"": ""model-serving"", ""baseline_title"": ""모델 서빙·배포""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000010,an_demo_ai_engineer,out_demo_ai_engineer_intp_overall,posting_explicit,explicit_requirement,overall,ai_engineer,LLM 응용·RAG 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_ai_engineer_llm-app"", ""baseline_item_id"": ""llm-app"", ""baseline_title"": ""LLM 응용·RAG""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000011,an_demo_ai_engineer,out_demo_ai_engineer_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 데이터 규모 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_data-prep"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""다시 돌릴 수 있는 전처리 코드"", ""deviation"": ""대규모 데이터에서 무엇이 먼저 무너지는지 아는 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000012,an_demo_ai_engineer,out_demo_ai_engineer_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 서빙 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_model-serving"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""모델을 감싸 본 경험"", ""deviation"": ""사내 추론 플랫폼에 올리고 지표를 관찰하는 수준까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000013,an_demo_ai_engineer,out_demo_ai_engineer_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 모델링 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_dl-framework"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""학습 루프를 돌려 본 경험"", ""deviation"": ""평가 지표까지 함께 설계하는 수준까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000014,an_demo_ai_engineer,out_demo_ai_engineer_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 LLM 응용 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_llm-app"", ""cluster_id"": ""startup"", ""baseline"": ""API를 호출해 본 경험"", ""deviation"": ""검색과 프롬프트를 조합해 하나를 완성한 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000015,an_demo_ai_engineer,out_demo_ai_engineer_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 데이터 품질 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_data-prep"", ""cluster_id"": ""startup"", ""baseline"": ""전처리 코드 작성"", ""deviation"": ""라벨링 품질을 직접 관리하는 수준까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000016,an_demo_ai_engineer,out_demo_ai_engineer_intp_startup,cluster_generalization,inferred_requirement,cluster,startup,스타트업 은 미세조정 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_dl-framework"", ""cluster_id"": ""startup"", ""baseline"": ""학습 루프 이해"", ""deviation"": ""손실 함수를 열어 다루는 수준까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000017,an_demo_ai_engineer,out_demo_ai_engineer_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 서빙 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_model-serving"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""모델을 감싸 본 경험"", ""deviation"": ""고객이 호출하는 API의 안정성까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000018,an_demo_ai_engineer,out_demo_ai_engineer_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 전처리 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_data-prep"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""데이터를 정리해 본 경험"", ""deviation"": ""고객마다 바꿔 끼울 수 있는 규칙 설계까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000019,an_demo_ai_engineer,out_demo_ai_engineer_intp_b2b_saas,cluster_generalization,inferred_requirement,cluster,b2b_saas,B2B SaaS 은 LLM 응용 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_llm-app"", ""cluster_id"": ""b2b_saas"", ""baseline"": ""공통 기대치와 같음"", ""deviation"": ""여기서는 보조 항목 · 작은 기능 하나면 충분""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000020,an_demo_ai_engineer,out_demo_ai_engineer_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 데이터 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_data-prep"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""다시 돌릴 수 있는 전처리 코드"", ""deviation"": ""어떤 피처가 이상을 잡는지 설명하는 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000021,an_demo_ai_engineer,out_demo_ai_engineer_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 운영 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_model-serving"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""배포해 본 경험"", ""deviation"": ""성능 저하를 감지하고 재학습 주기를 관리하는 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000022,an_demo_ai_engineer,out_demo_ai_engineer_intp_fintech_finance,cluster_generalization,inferred_requirement,cluster,fintech_finance,핀테크·금융 은 모델 선택 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_dl-framework"", ""cluster_id"": ""fintech_finance"", ""baseline"": ""프레임워크로 학습해 본 경험"", ""deviation"": ""우대 · 딥러닝보다 피처와 운영이 먼저""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000023,an_demo_ai_engineer,out_demo_ai_engineer_intp_si_enterprise,cluster_generalization,inferred_requirement,cluster,si_enterprise,SI·대기업 은 데이터 정제 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_data-prep"", ""cluster_id"": ""si_enterprise"", ""baseline"": ""전처리 코드 작성"", ""deviation"": ""절차를 문서로 남겨 인수인계 가능하게 만드는 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000024,an_demo_ai_engineer,out_demo_ai_engineer_intp_si_enterprise,cluster_generalization,inferred_requirement,cluster,si_enterprise,SI·대기업 은 기본기 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_python"", ""cluster_id"": ""si_enterprise"", ""baseline"": ""Python 구현력"", ""deviation"": ""정확성과 문서화까지 함께 검증""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000025,an_demo_ai_engineer,out_demo_ai_engineer_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 프레임워크 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_dl-framework"", ""cluster_id"": ""game"", ""baseline"": ""학습 루프를 돌려 본 경험"", ""deviation"": ""학습 구조를 열어 직접 수정하는 수준까지""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000026,an_demo_ai_engineer,out_demo_ai_engineer_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 실시간 추론 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_model-serving"", ""cluster_id"": ""game"", ""baseline"": ""모델을 감싸 본 경험"", ""deviation"": ""지연과 크기를 줄여 게임 서버에 올리는 수준까지""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000027,an_demo_ai_engineer,out_demo_ai_engineer_intp_game,cluster_generalization,inferred_requirement,cluster,game,게임사 은 LLM 응용 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_ai_engineer_llm-app"", ""cluster_id"": ""game"", ""baseline"": ""공통 기대치와 같음"", ""deviation"": ""대화형 기능으로 새로 붙는 요구""}",0.58000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
claim_demo_ai_engineer_000028,an_demo_ai_engineer,out_demo_ai_engineer_strat_overall,strategy,\N,overall,ai_engineer,데이터 처리 파이프라인 은 AI 엔지니어 지원 준비에서 우선순위가 높다.,"{""concept_id"": ""cc_ai_engineer_python-data"", ""channels"": [""portfolio""]}",0.75000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000029,an_demo_ai_engineer,out_demo_ai_engineer_strat_overall,strategy,\N,overall,ai_engineer,평가 세트와 정량 비교 은 AI 엔지니어 지원 준비에서 우선순위가 높다.,"{""concept_id"": ""cc_ai_engineer_eval-harness"", ""channels"": [""portfolio"", ""interview""]}",0.75000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_ai_engineer_000030,an_demo_ai_engineer,out_demo_ai_engineer_strat_overall,strategy,\N,overall,ai_engineer,모델 서빙 API 은 AI 엔지니어 지원 준비에서 우선순위가 높다.,"{""concept_id"": ""cc_ai_engineer_serving-api"", ""channels"": [""portfolio""]}",0.75000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000001,an_demo_data_engineer,out_demo_data_engineer_stat_overall,statistic,\N,overall,data_engineer,SQL 집계·쿼리 최적화 은 최근 1년 데이터 엔지니어 공고의 100% 에 나타난다.,"{""dimension_id"": ""dim_data_engineer_sql-analytics"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000002,an_demo_data_engineer,out_demo_data_engineer_stat_overall,statistic,\N,overall,data_engineer,분산 배치 처리 은 최근 1년 데이터 엔지니어 공고의 83% 에 나타난다.,"{""dimension_id"": ""dim_data_engineer_spark-batch"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000003,an_demo_data_engineer,out_demo_data_engineer_stat_overall,statistic,\N,overall,data_engineer,워크플로 오케스트레이션 은 최근 1년 데이터 엔지니어 공고의 78% 에 나타난다.,"{""dimension_id"": ""dim_data_engineer_workflow-orchestration"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000004,an_demo_data_engineer,out_demo_data_engineer_stat_overall,statistic,\N,overall,data_engineer,스트리밍 수집·처리 은 최근 1년 데이터 엔지니어 공고의 67% 에 나타난다.,"{""dimension_id"": ""dim_data_engineer_streaming-ingest"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000005,an_demo_data_engineer,out_demo_data_engineer_stat_overall,statistic,\N,overall,data_engineer,데이터 웨어하우스 모델링 은 최근 1년 데이터 엔지니어 공고의 61% 에 나타난다.,"{""dimension_id"": ""dim_data_engineer_data-warehouse"", ""metric_family"": ""posting_prevalence"", ""period_id"": ""y2026"", ""entry_segment"": ""all""}",0.82000,"{""evidence_count"": 1.0, ""independent_companies"": 1.0, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000006,an_demo_data_engineer,out_demo_data_engineer_intp_overall,posting_explicit,explicit_requirement,overall,data_engineer,SQL 집계와 실행 계획 읽기 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_data_engineer_sql-analytics"", ""baseline_title"": ""SQL 집계와 실행 계획 읽기""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000007,an_demo_data_engineer,out_demo_data_engineer_intp_overall,posting_explicit,explicit_requirement,overall,data_engineer,Spark 배치 처리 구현 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_data_engineer_spark-batch"", ""baseline_title"": ""Spark 배치 처리 구현""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000008,an_demo_data_engineer,out_demo_data_engineer_intp_overall,posting_explicit,explicit_requirement,overall,data_engineer,워크플로 스케줄 운영 은 기업군과 무관하게 반복되는 공통 기대치다.,"{""dimension_id"": ""dim_data_engineer_workflow-orchestration"", ""baseline_title"": ""워크플로 스케줄 운영""}",0.78000,"{""evidence_count"": 1.0, ""independent_companies"": 0.6, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 1.0}",verified
claim_demo_data_engineer_000009,an_demo_data_engineer,out_demo_data_engineer_intp_bigtech_platform,cluster_generalization,inferred_requirement,cluster,bigtech_platform,빅테크·플랫폼 은 처리 규모 에서 공통 기대치보다 높은 수준을 요구한다.,"{""dimension_id"": ""dim_data_engineer_spark-batch"", ""cluster_id"": ""bigtech_platform"", ""baseline"": ""분산 배치를 돌려 본 경험"", ""deviation"": ""파티션·셔플까지 조정해 본 경험""}",0.71000,"{""evidence_count"": 1.0, ""independent_companies"": 0.4, ""source_tier_score"": 1.0, ""sample_status_score"": 0.6, ""entailment_score"": 0.0, ""contradiction_penalty"": 0.0, ""coverage_score"": 0.8}",verified
